cliente_id,codigo,genero,pais,fecha_registro
22650,CL00022650,M,ES,2024-11-11
22651,CL00022651,M,ES,2025-01-29
22652,CL00022652,M,ES,2024-12-26
22653,CL00022653,F,ES,2025-09-19
22654,CL00022654,M,ES,2025-06-15
22655,CL00022655,M,ES,2025-07-13
22656,CL00022656,F,PT,2025-10-09
22657,CL00022657,F,PT,2025-01-10
22658,CL00022658,M,ES,2025-02-08
22659,CL00022659,F,ES,2025-02-12
22660,CL00022660,M,PT,2025-09-02
22661,CL00022661,M,ES,2025-06-20
22662,CL00022662,F,PT,2025-05-26
22663,CL00022663,F,ES,2025-08-08
22664,CL00022664,M,ES,2024-12-20
22665,CL00022665,M,ES,2025-03-30
22666,CL00022666,M,ES,2025-06-20
22667,CL00022667,F,PT,2024-12-10
22668,CL00022668,F,ES,2025-04-06
22669,CL00022669,F,ES,2025-08-17
22670,CL00022670,M,ES,2025-08-16
22671,CL00022671,F,ES,2025-01-05
22672,CL00022672,M,PT,2025-03-05
22673,CL00022673,M,ES,2025-10-10
22674,CL00022674,M,ES,2025-01-20
22675,CL00022675,M,ES,2025-08-06
22676,CL00022676,M,ES,2025-08-22
22677,CL00022677,M,ES,2025-03-12
22678,CL00022678,F,ES,2025-04-15
22679,CL00022679,F,ES,2025-01-19
22680,CL00022680,M,ES,2025-07-21
22681,CL00022681,M,PT,2025-03-05
22682,CL00022682,F,ES,2025-10-09
22683,CL00022683,M,ES,2025-03-15
22684,CL00022684,F,ES,2025-08-18
22685,CL00022685,M,ES,2025-05-22
22686,CL00022686,F,ES,2025-04-22
22687,CL00022687,F,ES,2025-10-16
22688,CL00022688,F,ES,2025-08-10
22689,CL00022689,M,PT,2025-10-08
22690,CL00022690,M,ES,2024-11-25
22691,CL00022691,F,PT,2024-12-11
22692,CL00022692,M,ES,2024-11-14
22693,CL00022693,M,PT,2025-05-09
22694,CL00022694,M,ES,2025-10-25
22695,CL00022695,F,ES,2025-08-21
22696,CL00022696,M,ES,2025-01-06
22697,CL00022697,F,ES,2025-04-04
22698,CL00022698,F,PT,2025-01-28
22699,CL00022699,F,ES,2024-12-29
22700,CL00022700,M,PT,2025-09-22
22701,CL00022701,M,PT,2025-08-06
22702,CL00022702,F,ES,2025-02-15
22703,CL00022703,F,PT,2025-09-25
22704,CL00022704,M,ES,2025-08-26
22705,CL00022705,F,PT,2024-11-26
22706,CL00022706,F,ES,2025-07-10
22707,CL00022707,M,ES,2025-10-11
22708,CL00022708,M,ES,2025-04-06
22709,CL00022709,M,IT,2024-12-13
22710,CL00022710,F,PT,2025-09-04
22711,CL00022711,M,ES,2025-05-20
22712,CL00022712,M,ES,2025-05-23
22713,CL00022713,M,PT,2025-03-16
22714,CL00022714,M,ES,2025-07-19
22715,CL00022715,F,PT,2025-05-11
22716,CL00022716,F,ES,2025-01-29
22717,CL00022717,F,PT,2025-02-02
22718,CL00022718,F,ES,2025-04-15
22719,CL00022719,M,PT,2025-04-14
22720,CL00022720,F,ES,2025-09-20
22721,CL00022721,M,ES,2025-06-01
22722,CL00022722,F,ES,2025-10-05
22723,CL00022723,F,ES,2025-09-11
22724,CL00022724,F,PT,2025-11-02
22725,CL00022725,F,ES,2025-02-18
22726,CL00022726,F,ES,2025-09-05
22727,CL00022727,F,PT,2025-09-12
22728,CL00022728,M,PT,2024-11-14
22729,CL00022729,M,ES,2024-11-25
22730,CL00022730,F,ES,2025-03-08
22731,CL00022731,M,ES,2025-08-06
22732,CL00022732,F,ES,2025-05-11
22733,CL00022733,F,ES,2024-11-08
22734,CL00022734,M,ES,2024-11-15
22735,CL00022735,F,ES,2025-02-01
22736,CL00022736,M,ES,2025-07-08
22737,CL00022737,M,ES,2025-06-08
22738,CL00022738,M,ES,2025-02-25
22739,CL00022739,F,ES,2025-09-14
22740,CL00022740,F,ES,2025-02-14
22741,CL00022741,F,ES,2025-02-25
22742,CL00022742,F,ES,2025-09-13
22743,CL00022743,F,PT,2025-01-11
22744,CL00022744,F,ES,2025-09-14
22745,CL00022745,M,ES,2025-01-30
22746,CL00022746,M,ES,2025-03-04
22747,CL00022747,M,PT,2025-06-07
22748,CL00022748,M,ES,2024-12-20
22749,CL00022749,M,ES,2025-09-06
22750,CL00022750,F,ES,2025-05-02
22751,CL00022751,F,ES,2025-06-12
22752,CL00022752,F,PT,2025-07-20
22753,CL00022753,M,PT,2025-04-24
22754,CL00022754,F,ES,2025-08-13
22755,CL00022755,F,ES,2025-09-13
22756,CL00022756,F,ES,2025-07-27
22757,CL00022757,M,ES,2024-12-18
22758,CL00022758,M,ES,2024-11-23
22759,CL00022759,F,ES,2025-04-02
22760,CL00022760,M,ES,2025-07-06
22761,CL00022761,M,ES,2025-02-09
22762,CL00022762,F,ES,2025-05-06
22763,CL00022763,M,ES,2024-11-21
22764,CL00022764,F,IT,2025-05-19
22765,CL00022765,F,ES,2024-11-13
22766,CL00022766,F,ES,2025-01-26
22767,CL00022767,M,PT,2025-08-01
22768,CL00022768,M,ES,2025-05-20
22769,CL00022769,M,PT,2025-06-04
22770,CL00022770,M,ES,2025-09-13
22771,CL00022771,F,ES,2025-03-09
22772,CL00022772,F,ES,2025-07-01
22773,CL00022773,M,ES,2025-05-11
22774,CL00022774,M,ES,2025-03-13
22775,CL00022775,M,ES,2025-08-01
22776,CL00022776,F,ES,2025-03-12
22777,CL00022777,M,ES,2025-01-31
22778,CL00022778,M,ES,2024-11-09
22779,CL00022779,F,ES,2025-02-05
22780,CL00022780,F,ES,2025-04-13
22781,CL00022781,M,PT,2025-03-11
22782,CL00022782,F,ES,2024-12-16
22783,CL00022783,M,ES,2025-03-08
22784,CL00022784,F,ES,2025-01-12
22785,CL00022785,M,ES,2025-06-23
22786,CL00022786,F,ES,2025-06-10
22787,CL00022787,M,ES,2025-08-18
22788,CL00022788,F,ES,2025-07-12
22789,CL00022789,M,ES,2024-11-20
22790,CL00022790,F,PT,2025-01-27
22791,CL00022791,M,ES,2025-02-02
22792,CL00022792,F,ES,2025-05-09
22793,CL00022793,M,ES,2025-07-30
22794,CL00022794,F,PT,2025-02-26
22795,CL00022795,F,ES,2024-11-27
22796,CL00022796,M,ES,2025-09-02
22797,CL00022797,M,ES,2024-12-08
22798,CL00022798,F,ES,2024-12-24
22799,CL00022799,M,ES,2025-03-26
22800,CL00022800,F,PT,2024-12-26
22801,CL00022801,F,ES,2025-08-09
22802,CL00022802,F,ES,2025-09-22
22803,CL00022803,M,PT,2025-09-13
22804,CL00022804,M,ES,2025-01-25
22805,CL00022805,M,ES,2024-11-19
22806,CL00022806,F,ES,2025-06-07
22807,CL00022807,F,ES,2025-04-09
22808,CL00022808,F,ES,2025-08-01
22809,CL00022809,M,ES,2025-05-21
22810,CL00022810,M,ES,2025-01-05
22811,CL00022811,F,ES,2025-01-10
22812,CL00022812,F,ES,2024-12-26
22813,CL00022813,F,ES,2025-03-05
22814,CL00022814,M,ES,2025-01-20
22815,CL00022815,F,ES,2025-04-29
22816,CL00022816,F,ES,2025-01-23
22817,CL00022817,M,ES,2025-01-30
22818,CL00022818,F,PT,2025-01-22
22819,CL00022819,F,ES,2025-01-21
22820,CL00022820,F,ES,2025-08-03
22821,CL00022821,F,ES,2025-05-22
22822,CL00022822,F,ES,2025-08-26
22823,CL00022823,F,ES,2024-12-16
22824,CL00022824,F,ES,2025-10-02
22825,CL00022825,F,ES,2024-12-22
22826,CL00022826,M,ES,2025-05-01
22827,CL00022827,M,ES,2025-04-28
22828,CL00022828,F,ES,2024-11-30
22829,CL00022829,F,IT,2025-02-15
22830,CL00022830,F,ES,2025-09-19
22831,CL00022831,F,ES,2025-10-24
22832,CL00022832,F,ES,2025-01-22
22833,CL00022833,F,PT,2025-10-24
22834,CL00022834,F,ES,2025-08-23
22835,CL00022835,F,IT,2025-08-05
22836,CL00022836,M,ES,2025-09-23
22837,CL00022837,F,PT,2025-10-17
22838,CL00022838,F,ES,2025-03-04
22839,CL00022839,M,ES,2024-11-18
22840,CL00022840,F,IT,2024-11-27
22841,CL00022841,M,ES,2025-03-04
22842,CL00022842,M,ES,2025-09-20
22843,CL00022843,M,PT,2025-09-20
22844,CL00022844,M,ES,2025-09-06
22845,CL00022845,F,IT,2025-04-17
22846,CL00022846,F,PT,2024-12-03
22847,CL00022847,F,ES,2025-10-08
22848,CL00022848,M,IT,2025-10-27
22849,CL00022849,M,ES,2025-09-20
22850,CL00022850,M,ES,2025-10-08
22851,CL00022851,F,PT,2024-12-26
22852,CL00022852,M,IT,2025-01-16
22853,CL00022853,M,ES,2025-04-04
22854,CL00022854,M,PT,2024-12-03
22855,CL00022855,M,ES,2025-06-18
22856,CL00022856,F,ES,2025-08-17
22857,CL00022857,F,IT,2025-06-04
22858,CL00022858,F,ES,2025-02-21
22859,CL00022859,M,ES,2025-05-16
22860,CL00022860,F,ES,2025-10-10
22861,CL00022861,F,IT,2025-03-31
22862,CL00022862,M,PT,2025-05-02
22863,CL00022863,M,ES,2025-03-13
22864,CL00022864,M,ES,2025-10-23
22865,CL00022865,F,ES,2025-08-15
22866,CL00022866,F,PT,2025-01-03
22867,CL00022867,F,ES,2025-01-13
22868,CL00022868,F,ES,2025-09-08
22869,CL00022869,F,ES,2025-02-17
22870,CL00022870,F,ES,2025-10-14
22871,CL00022871,M,ES,2025-10-11
22872,CL00022872,F,ES,2025-09-25
22873,CL00022873,F,PT,2025-07-30
22874,CL00022874,M,ES,2025-08-18
22875,CL00022875,M,ES,2025-07-27
22876,CL00022876,M,ES,2024-12-19
22877,CL00022877,M,IT,2024-11-30
22878,CL00022878,F,ES,2025-04-12
22879,CL00022879,M,ES,2025-05-18
22880,CL00022880,M,ES,2025-04-16
22881,CL00022881,M,ES,2024-12-10
22882,CL00022882,M,ES,2024-12-13
22883,CL00022883,M,ES,2025-05-29
22884,CL00022884,F,IT,2025-04-29
22885,CL00022885,F,ES,2025-09-14
22886,CL00022886,F,ES,2024-11-07
22887,CL00022887,F,PT,2024-11-30
22888,CL00022888,M,IT,2025-03-16
22889,CL00022889,F,ES,2025-01-27
22890,CL00022890,M,ES,2025-07-25
22891,CL00022891,M,ES,2025-01-13
22892,CL00022892,F,ES,2025-05-02
22893,CL00022893,M,ES,2025-09-17
22894,CL00022894,M,ES,2025-08-30
22895,CL00022895,F,PT,2025-01-04
22896,CL00022896,M,PT,2025-09-18
22897,CL00022897,M,ES,2025-03-19
22898,CL00022898,F,ES,2024-11-26
22899,CL00022899,F,ES,2024-11-07
22900,CL00022900,M,ES,2025-02-12
22901,CL00022901,M,IT,2025-08-12
22902,CL00022902,M,PT,2025-07-12
22903,CL00022903,M,IT,2025-01-30
22904,CL00022904,F,ES,2025-04-03
22905,CL00022905,M,ES,2025-07-18
22906,CL00022906,M,ES,2025-07-03
22907,CL00022907,F,ES,2025-06-02
22908,CL00022908,M,ES,2025-06-10
22909,CL00022909,F,ES,2025-11-04
22910,CL00022910,M,ES,2025-04-13
22911,CL00022911,F,ES,2025-06-07
22912,CL00022912,F,ES,2024-12-22
22913,CL00022913,F,ES,2025-07-20
22914,CL00022914,F,ES,2025-05-18
22915,CL00022915,F,ES,2025-03-05
22916,CL00022916,M,ES,2025-06-24
22917,CL00022917,F,ES,2025-06-01
22918,CL00022918,F,IT,2025-03-10
22919,CL00022919,M,ES,2025-01-15
22920,CL00022920,M,ES,2025-03-06
22921,CL00022921,F,PT,2025-07-10
22922,CL00022922,F,PT,2025-10-27
22923,CL00022923,F,PT,2025-09-27
22924,CL00022924,F,ES,2025-01-02
22925,CL00022925,F,ES,2024-12-21
22926,CL00022926,M,ES,2025-09-27
22927,CL00022927,F,ES,2025-03-25
22928,CL00022928,M,ES,2024-11-06
22929,CL00022929,F,ES,2025-08-13
22930,CL00022930,M,ES,2024-12-26
22931,CL00022931,M,ES,2024-11-30
22932,CL00022932,M,ES,2024-12-20
22933,CL00022933,F,ES,2025-02-06
22934,CL00022934,F,ES,2025-08-07
22935,CL00022935,F,ES,2025-05-20
22936,CL00022936,F,ES,2025-02-24
22937,CL00022937,F,IT,2025-08-08
22938,CL00022938,M,ES,2025-01-24
22939,CL00022939,M,PT,2025-02-21
22940,CL00022940,M,PT,2025-04-07
22941,CL00022941,M,ES,2025-10-03
22942,CL00022942,M,ES,2025-09-15
22943,CL00022943,M,IT,2025-01-02
22944,CL00022944,F,ES,2025-09-10
22945,CL00022945,F,ES,2025-06-22
22946,CL00022946,F,PT,2025-10-07
22947,CL00022947,F,ES,2024-12-27
22948,CL00022948,M,ES,2025-07-12
22949,CL00022949,M,ES,2025-02-04
22950,CL00022950,M,ES,2024-11-11
22951,CL00022951,M,ES,2025-01-14
22952,CL00022952,M,ES,2024-12-01
22953,CL00022953,M,PT,2025-05-18
22954,CL00022954,M,ES,2025-08-27
22955,CL00022955,F,ES,2025-10-27
22956,CL00022956,M,ES,2025-08-01
22957,CL00022957,M,IT,2025-09-21
22958,CL00022958,F,PT,2025-08-25
22959,CL00022959,F,ES,2025-10-17
22960,CL00022960,M,ES,2025-09-10
22961,CL00022961,M,ES,2024-11-29
22962,CL00022962,M,ES,2025-04-02
22963,CL00022963,M,PT,2025-08-14
22964,CL00022964,F,ES,2025-09-05
22965,CL00022965,M,ES,2025-07-18
22966,CL00022966,F,IT,2025-01-09
22967,CL00022967,F,ES,2025-04-09
22968,CL00022968,F,ES,2025-07-23
22969,CL00022969,M,PT,2025-10-23
22970,CL00022970,M,ES,2024-11-11
22971,CL00022971,F,ES,2025-03-13
22972,CL00022972,M,ES,2025-10-07
22973,CL00022973,M,ES,2025-01-15
22974,CL00022974,F,ES,2025-07-18
22975,CL00022975,F,ES,2025-07-30
22976,CL00022976,F,ES,2025-10-03
22977,CL00022977,M,ES,2025-02-24
22978,CL00022978,F,ES,2025-08-27
22979,CL00022979,M,ES,2025-02-09
22980,CL00022980,F,ES,2025-10-20
22981,CL00022981,F,ES,2024-12-12
22982,CL00022982,F,ES,2025-03-27
22983,CL00022983,F,ES,2025-03-03
22984,CL00022984,F,PT,2025-10-15
22985,CL00022985,M,ES,2025-07-29
22986,CL00022986,M,ES,2025-03-29
22987,CL00022987,M,ES,2025-07-30
22988,CL00022988,F,ES,2025-09-03
22989,CL00022989,M,ES,2024-12-20
22990,CL00022990,M,ES,2025-02-22
22991,CL00022991,F,ES,2025-03-19
22992,CL00022992,F,ES,2025-09-04
22993,CL00022993,F,ES,2025-02-23
22994,CL00022994,M,ES,2024-11-12
22995,CL00022995,F,ES,2025-05-17
22996,CL00022996,F,ES,2025-11-02
22997,CL00022997,M,ES,2025-04-23
22998,CL00022998,F,PT,2025-05-16
22999,CL00022999,M,ES,2025-07-27
23000,CL00023000,M,PT,2025-01-26
23001,CL00023001,M,ES,2025-06-30
23002,CL00023002,M,ES,2024-11-19
23003,CL00023003,M,ES,2025-08-01
23004,CL00023004,F,ES,2025-08-14
23005,CL00023005,F,ES,2024-12-05
23006,CL00023006,M,ES,2025-01-28
23007,CL00023007,M,ES,2025-06-03
23008,CL00023008,F,ES,2024-11-12
23009,CL00023009,M,ES,2025-05-01
23010,CL00023010,F,ES,2025-10-20
23011,CL00023011,M,ES,2025-07-21
23012,CL00023012,M,IT,2025-10-30
23013,CL00023013,M,ES,2025-05-25
23014,CL00023014,F,ES,2024-11-06
23015,CL00023015,M,ES,2025-05-28
23016,CL00023016,F,ES,2025-03-11
23017,CL00023017,M,IT,2025-09-10
23018,CL00023018,F,ES,2024-11-11
23019,CL00023019,M,ES,2025-01-23
23020,CL00023020,M,ES,2025-07-12
23021,CL00023021,F,ES,2025-01-13
23022,CL00023022,F,ES,2025-03-24
23023,CL00023023,M,PT,2025-03-15
23024,CL00023024,M,ES,2025-01-02
23025,CL00023025,F,ES,2025-02-24
23026,CL00023026,M,ES,2025-06-13
23027,CL00023027,F,ES,2025-01-14
23028,CL00023028,F,ES,2025-03-18
23029,CL00023029,M,ES,2025-09-10
23030,CL00023030,M,ES,2025-07-30
23031,CL00023031,F,ES,2025-01-20
23032,CL00023032,M,ES,2025-10-24
23033,CL00023033,F,ES,2024-11-27
23034,CL00023034,F,ES,2024-12-19
23035,CL00023035,F,ES,2025-09-16
23036,CL00023036,M,ES,2025-03-02
23037,CL00023037,F,ES,2025-03-11
23038,CL00023038,F,PT,2025-09-10
23039,CL00023039,F,ES,2025-04-27
23040,CL00023040,M,ES,2024-12-22
23041,CL00023041,F,ES,2025-09-28
23042,CL00023042,M,ES,2025-07-25
23043,CL00023043,M,ES,2025-02-25
23044,CL00023044,F,ES,2025-06-11
23045,CL00023045,F,ES,2025-03-08
23046,CL00023046,M,ES,2025-03-26
23047,CL00023047,F,ES,2025-04-14
23048,CL00023048,F,PT,2024-12-04
23049,CL00023049,F,IT,2025-09-23
23050,CL00023050,F,PT,2025-03-06
23051,CL00023051,M,PT,2025-03-03
23052,CL00023052,M,PT,2025-07-10
23053,CL00023053,F,ES,2024-12-10
23054,CL00023054,F,ES,2025-05-16
23055,CL00023055,M,PT,2025-09-23
23056,CL00023056,M,PT,2025-08-04
23057,CL00023057,F,ES,2025-11-01
23058,CL00023058,F,ES,2025-04-25
23059,CL00023059,F,ES,2025-08-22
23060,CL00023060,F,ES,2025-05-10
23061,CL00023061,F,ES,2025-01-08
23062,CL00023062,M,ES,2025-09-16
23063,CL00023063,M,IT,2025-01-08
23064,CL00023064,M,PT,2025-03-03
23065,CL00023065,F,PT,2025-05-23
23066,CL00023066,F,PT,2025-02-06
23067,CL00023067,M,ES,2025-08-03
23068,CL00023068,M,ES,2025-05-02
23069,CL00023069,F,ES,2025-02-28
23070,CL00023070,F,ES,2025-09-27
23071,CL00023071,M,ES,2025-06-25
23072,CL00023072,F,ES,2025-03-27
23073,CL00023073,M,ES,2024-11-11
23074,CL00023074,M,ES,2025-06-25
23075,CL00023075,F,PT,2025-10-07
23076,CL00023076,M,ES,2025-06-18
23077,CL00023077,M,ES,2025-06-23
23078,CL00023078,F,ES,2025-09-24
23079,CL00023079,M,ES,2025-05-25
23080,CL00023080,F,PT,2025-01-28
23081,CL00023081,F,ES,2025-04-13
23082,CL00023082,F,ES,2025-06-21
23083,CL00023083,F,ES,2024-12-10
23084,CL00023084,F,ES,2024-11-06
23085,CL00023085,M,ES,2025-07-19
23086,CL00023086,M,ES,2025-04-16
23087,CL00023087,F,ES,2025-01-20
23088,CL00023088,F,PT,2025-10-14
23089,CL00023089,M,ES,2025-07-27
23090,CL00023090,F,ES,2024-11-20
23091,CL00023091,F,ES,2025-07-09
23092,CL00023092,F,ES,2025-09-18
23093,CL00023093,M,IT,2025-05-14
23094,CL00023094,M,ES,2025-09-24
23095,CL00023095,M,ES,2025-06-03
23096,CL00023096,M,PT,2025-03-03
23097,CL00023097,M,ES,2025-06-23
23098,CL00023098,F,ES,2024-11-20
23099,CL00023099,M,IT,2025-06-25
23100,CL00023100,M,ES,2025-09-21
23101,CL00023101,F,ES,2025-09-27
23102,CL00023102,M,ES,2025-08-25
23103,CL00023103,F,ES,2024-11-16
23104,CL00023104,F,ES,2025-08-20
23105,CL00023105,M,ES,2024-11-22
23106,CL00023106,F,PT,2024-12-12
23107,CL00023107,F,ES,2025-01-28
23108,CL00023108,M,ES,2025-06-29
23109,CL00023109,M,ES,2025-07-21
23110,CL00023110,M,ES,2025-06-14
23111,CL00023111,M,ES,2024-11-18
23112,CL00023112,M,ES,2025-06-18
23113,CL00023113,F,ES,2024-11-18
23114,CL00023114,F,PT,2025-07-21
23115,CL00023115,M,ES,2025-04-15
23116,CL00023116,M,ES,2025-07-17
23117,CL00023117,M,ES,2025-04-26
23118,CL00023118,M,ES,2025-07-06
23119,CL00023119,M,ES,2025-03-14
23120,CL00023120,F,ES,2025-02-14
23121,CL00023121,F,ES,2025-07-22
23122,CL00023122,F,ES,2025-09-06
23123,CL00023123,M,ES,2025-01-06
23124,CL00023124,M,ES,2025-03-10
23125,CL00023125,M,PT,2025-05-19
23126,CL00023126,M,ES,2025-05-25
23127,CL00023127,F,ES,2024-12-29
23128,CL00023128,M,ES,2025-06-17
23129,CL00023129,F,ES,2025-07-08
23130,CL00023130,M,ES,2025-08-01
23131,CL00023131,F,PT,2024-12-14
23132,CL00023132,M,ES,2025-07-13
23133,CL00023133,M,ES,2025-02-01
23134,CL00023134,F,PT,2025-03-05
23135,CL00023135,F,ES,2025-07-27
23136,CL00023136,M,PT,2025-10-26
23137,CL00023137,M,ES,2025-09-22
23138,CL00023138,M,ES,2025-07-25
23139,CL00023139,M,ES,2025-04-03
23140,CL00023140,M,ES,2025-02-05
23141,CL00023141,F,ES,2024-12-29
23142,CL00023142,M,IT,2025-06-22
23143,CL00023143,F,ES,2024-12-25
23144,CL00023144,F,ES,2024-11-27
23145,CL00023145,M,ES,2025-05-22
23146,CL00023146,F,ES,2024-12-08
23147,CL00023147,F,PT,2025-06-18
23148,CL00023148,F,ES,2024-12-02
23149,CL00023149,M,ES,2025-09-24
23150,CL00023150,F,ES,2025-02-01
23151,CL00023151,F,ES,2025-07-16
23152,CL00023152,F,ES,2024-12-13
23153,CL00023153,M,ES,2025-05-20
23154,CL00023154,M,ES,2025-10-24
23155,CL00023155,M,ES,2024-11-22
23156,CL00023156,F,IT,2025-01-22
23157,CL00023157,F,ES,2025-02-20
23158,CL00023158,M,PT,2024-11-08
23159,CL00023159,F,ES,2025-02-16
23160,CL00023160,M,PT,2025-01-09
23161,CL00023161,F,ES,2025-06-16
23162,CL00023162,F,ES,2024-11-17
23163,CL00023163,F,PT,2025-03-19
23164,CL00023164,F,ES,2025-10-23
23165,CL00023165,M,PT,2025-08-09
23166,CL00023166,M,ES,2025-08-04
23167,CL00023167,M,ES,2025-04-10
23168,CL00023168,F,PT,2025-01-26
23169,CL00023169,F,ES,2025-10-27
23170,CL00023170,M,ES,2025-03-27
23171,CL00023171,F,ES,2024-11-22
23172,CL00023172,M,ES,2024-11-10
23173,CL00023173,F,PT,2025-04-03
23174,CL00023174,M,ES,2025-08-05
23175,CL00023175,M,ES,2025-07-04
23176,CL00023176,F,ES,2024-11-30
23177,CL00023177,M,PT,2024-11-28
23178,CL00023178,F,ES,2025-07-28
23179,CL00023179,M,ES,2025-09-03
23180,CL00023180,M,ES,2025-09-19
23181,CL00023181,M,ES,2025-05-08
23182,CL00023182,F,IT,2025-05-06
23183,CL00023183,M,ES,2025-10-04
23184,CL00023184,M,ES,2025-06-14
23185,CL00023185,M,ES,2025-09-16
23186,CL00023186,M,ES,2025-04-30
23187,CL00023187,M,PT,2025-01-31
23188,CL00023188,F,ES,2025-02-01
23189,CL00023189,F,ES,2025-06-14
23190,CL00023190,F,ES,2025-04-20
23191,CL00023191,F,IT,2025-05-13
23192,CL00023192,M,ES,2024-11-28
23193,CL00023193,M,PT,2025-03-11
23194,CL00023194,M,ES,2025-11-03
23195,CL00023195,M,ES,2025-06-05
23196,CL00023196,M,ES,2024-12-26
23197,CL00023197,F,ES,2025-05-13
23198,CL00023198,F,PT,2025-07-29
23199,CL00023199,F,ES,2025-08-23
23200,CL00023200,M,PT,2025-04-02
23201,CL00023201,F,ES,2025-01-20
23202,CL00023202,M,ES,2024-11-11
23203,CL00023203,M,PT,2025-05-12
23204,CL00023204,F,ES,2025-01-12
23205,CL00023205,M,ES,2024-12-03
23206,CL00023206,M,IT,2025-07-10
23207,CL00023207,M,ES,2025-07-25
23208,CL00023208,F,ES,2025-03-12
23209,CL00023209,M,ES,2024-12-26
23210,CL00023210,F,ES,2025-06-08
23211,CL00023211,F,ES,2025-08-16
23212,CL00023212,F,ES,2025-04-29
23213,CL00023213,F,ES,2025-03-11
23214,CL00023214,M,ES,2025-10-06
23215,CL00023215,M,ES,2025-07-27
23216,CL00023216,F,IT,2025-04-28
23217,CL00023217,M,ES,2024-12-02
23218,CL00023218,F,ES,2025-04-20
23219,CL00023219,M,ES,2025-03-15
23220,CL00023220,M,ES,2025-05-03
23221,CL00023221,F,PT,2024-11-17
23222,CL00023222,F,ES,2025-04-27
23223,CL00023223,M,PT,2025-08-17
23224,CL00023224,M,ES,2025-02-04
23225,CL00023225,M,PT,2025-09-22
23226,CL00023226,M,ES,2025-01-21
23227,CL00023227,F,ES,2025-04-29
23228,CL00023228,F,ES,2025-02-09
23229,CL00023229,F,ES,2025-10-07
23230,CL00023230,M,ES,2025-05-20
23231,CL00023231,F,ES,2025-01-31
23232,CL00023232,F,ES,2025-05-04
23233,CL00023233,F,IT,2024-12-21
23234,CL00023234,F,ES,2025-01-27
23235,CL00023235,F,IT,2025-03-27
23236,CL00023236,F,ES,2025-02-04
23237,CL00023237,F,IT,2025-07-04
23238,CL00023238,F,ES,2025-03-23
23239,CL00023239,F,IT,2025-04-11
23240,CL00023240,M,PT,2025-09-10
23241,CL00023241,M,ES,2025-06-04
23242,CL00023242,M,IT,2025-04-04
23243,CL00023243,F,PT,2025-06-18
23244,CL00023244,M,ES,2024-12-15
23245,CL00023245,M,ES,2025-01-10
23246,CL00023246,M,ES,2025-09-03
23247,CL00023247,M,ES,2025-09-11
23248,CL00023248,F,ES,2025-07-01
23249,CL00023249,F,ES,2025-10-11
23250,CL00023250,M,ES,2025-01-14
23251,CL00023251,M,ES,2025-05-01
23252,CL00023252,F,ES,2025-10-26
23253,CL00023253,M,PT,2025-01-04
23254,CL00023254,M,PT,2025-06-26
23255,CL00023255,F,ES,2025-08-17
23256,CL00023256,M,ES,2024-11-18
23257,CL00023257,F,IT,2025-09-09
23258,CL00023258,F,ES,2025-06-19
23259,CL00023259,M,ES,2025-10-13
23260,CL00023260,M,ES,2025-06-22
23261,CL00023261,F,ES,2025-09-30
23262,CL00023262,F,ES,2025-09-05
23263,CL00023263,M,ES,2025-10-06
23264,CL00023264,M,ES,2025-02-07
23265,CL00023265,M,PT,2024-11-24
23266,CL00023266,M,ES,2025-02-14
23267,CL00023267,F,IT,2024-12-26
23268,CL00023268,M,ES,2025-01-19
23269,CL00023269,F,ES,2024-12-01
23270,CL00023270,F,ES,2025-08-04
23271,CL00023271,F,PT,2025-01-01
23272,CL00023272,M,PT,2025-09-19
23273,CL00023273,F,ES,2025-08-06
23274,CL00023274,F,ES,2025-05-29
23275,CL00023275,F,ES,2024-11-13
23276,CL00023276,F,ES,2024-12-26
23277,CL00023277,F,PT,2025-01-17
23278,CL00023278,F,PT,2025-07-10
23279,CL00023279,F,PT,2025-03-28
23280,CL00023280,F,ES,2025-03-20
23281,CL00023281,M,PT,2025-04-29
23282,CL00023282,F,ES,2025-07-06
23283,CL00023283,M,ES,2025-05-30
23284,CL00023284,M,ES,2025-08-14
23285,CL00023285,M,ES,2025-07-08
23286,CL00023286,F,ES,2025-04-27
23287,CL00023287,F,ES,2025-03-21
23288,CL00023288,F,PT,2025-01-16
23289,CL00023289,M,ES,2025-05-19
23290,CL00023290,M,ES,2025-07-07
23291,CL00023291,F,ES,2024-12-23
23292,CL00023292,M,ES,2025-09-26
23293,CL00023293,M,ES,2025-03-30
23294,CL00023294,F,ES,2024-11-11
23295,CL00023295,M,ES,2025-06-04
23296,CL00023296,F,ES,2025-04-27
23297,CL00023297,M,IT,2025-04-21
23298,CL00023298,M,PT,2024-12-12
23299,CL00023299,M,ES,2025-07-06
23300,CL00023300,F,ES,2025-01-05
23301,CL00023301,M,ES,2025-08-06
23302,CL00023302,M,ES,2025-02-24
23303,CL00023303,M,ES,2025-10-23
23304,CL00023304,M,ES,2025-09-22
23305,CL00023305,M,ES,2024-12-23
23306,CL00023306,M,PT,2025-06-30
23307,CL00023307,F,ES,2025-10-11
23308,CL00023308,M,PT,2025-05-09
23309,CL00023309,M,PT,2025-10-23
23310,CL00023310,F,IT,2025-07-08
23311,CL00023311,F,ES,2025-02-26
23312,CL00023312,M,ES,2025-09-11
23313,CL00023313,M,ES,2025-08-31
23314,CL00023314,F,ES,2025-09-23
