mov_id,fecha,ingrediente_id,tipo,cantidad,costo_unitario,proveedor_id
30034,2025-05-16,237,salida,0.76,1.2,144
30035,2025-04-23,393,salida,4.46,1.68,145
30036,2024-11-16,41,entrada,1.75,6.88,62
30037,2025-03-27,195,salida,3.51,5.26,157
30038,2025-01-14,290,salida,4.12,5.99,142
30039,2025-10-25,284,salida,0.92,7.7,182
30040,2025-09-07,390,salida,1.8,4.66,55
30041,2025-06-18,258,entrada,4.26,7.75,159
30042,2025-04-03,38,salida,2.44,7.02,144
30043,2025-02-03,352,salida,2.21,1.53,25
30044,2025-07-31,137,entrada,0.35,5.39,198
30045,2025-10-22,61,entrada,2.91,4.48,116
30046,2025-03-25,43,salida,3.05,7.83,165
30047,2025-01-10,453,salida,4.81,5.22,115
30048,2025-01-14,455,entrada,3.93,5.05,181
30049,2025-02-27,196,entrada,0.98,8.7,29
30050,2025-02-18,53,salida,0.57,4.56,53
30051,2025-02-04,397,salida,3.17,7.0,25
30052,2025-06-30,6,salida,1.01,5.14,166
30053,2025-10-01,410,salida,0.36,1.56,117
30054,2025-06-26,104,salida,0.85,0.53,188
30055,2025-05-01,399,entrada,3.56,6.14,49
30056,2024-12-30,361,entrada,0.62,3.49,10
30057,2024-12-17,115,salida,0.11,9.52,106
30058,2025-01-06,367,salida,1.56,3.58,126
30059,2025-06-07,104,entrada,3.33,9.48,84
30060,2025-04-26,267,salida,4.42,0.43,113
30061,2025-09-09,57,entrada,0.59,2.79,66
30062,2025-03-25,312,entrada,2.54,2.16,24
30063,2024-11-14,271,entrada,2.43,6.96,47
30064,2025-06-24,300,entrada,5.1,4.81,12
30065,2025-01-23,151,entrada,4.8,2.89,50
30066,2025-08-17,211,salida,2.54,6.97,197
30067,2025-07-05,233,salida,4.52,5.61,154
30068,2025-07-05,53,salida,2.73,7.28,145
30069,2025-01-18,249,entrada,1.11,0.32,115
30070,2025-04-10,423,entrada,2.52,8.28,162
30071,2024-12-08,298,salida,0.57,0.7,108
30072,2025-05-14,445,salida,2.58,1.13,127
30073,2025-02-14,471,salida,3.69,5.32,10
30074,2024-12-16,44,entrada,4.65,4.93,58
30075,2024-11-25,483,salida,1.1,8.21,86
30076,2025-10-30,254,entrada,1.3,7.92,63
30077,2025-02-22,470,salida,1.78,9.33,91
30078,2025-06-02,23,salida,2.42,0.95,52
30079,2025-05-17,194,salida,0.56,1.79,168
30080,2025-08-02,338,entrada,0.15,4.08,124
30081,2025-06-29,312,entrada,3.96,2.24,173
30082,2025-09-11,441,salida,1.35,10.05,168
30083,2024-12-06,168,salida,2.7,7.82,161
30084,2025-07-27,256,entrada,2.52,1.21,108
30085,2025-10-18,224,salida,3.49,6.74,11
30086,2025-05-17,258,salida,2.53,6.36,142
30087,2025-05-28,189,salida,2.49,3.88,197
30088,2025-04-08,130,salida,2.0,7.82,55
30089,2024-11-10,238,salida,3.93,8.8,162
30090,2024-11-20,494,salida,3.79,4.94,157
30091,2024-12-14,50,entrada,2.92,4.35,87
30092,2025-07-12,400,entrada,3.12,5.82,193
30093,2025-03-13,443,salida,3.12,2.75,27
30094,2024-12-29,220,salida,3.31,4.96,99
30095,2025-05-11,64,salida,2.45,0.24,173
30096,2024-11-22,20,salida,4.37,4.22,63
30097,2025-07-18,107,entrada,3.06,9.36,157
30098,2025-09-14,188,salida,0.18,8.44,165
30099,2025-08-27,474,entrada,3.23,1.87,135
30100,2025-09-25,263,entrada,3.77,5.7,84
30101,2025-08-19,232,salida,4.1,7.12,129
30102,2024-12-13,253,salida,1.99,6.06,65
30103,2025-04-16,355,entrada,1.51,8.25,26
30104,2025-07-09,191,entrada,4.86,3.73,44
30105,2025-05-05,486,entrada,3.19,4.77,31
30106,2024-11-12,186,entrada,1.73,4.43,163
30107,2025-09-07,408,entrada,4.79,0.82,133
30108,2025-04-18,203,salida,2.98,5.86,73
30109,2025-08-10,48,salida,4.32,3.47,130
30110,2024-11-21,45,entrada,4.42,1.34,96
30111,2025-06-11,407,entrada,4.22,8.56,176
30112,2025-01-15,20,entrada,1.2,0.94,56
30113,2025-08-12,187,entrada,4.2,5.52,56
30114,2025-08-30,5,entrada,0.96,6.9,56
30115,2024-11-09,482,salida,0.34,0.54,191
30116,2025-06-29,155,salida,3.1,5.98,149
30117,2025-02-06,231,salida,1.53,3.49,140
30118,2025-08-25,199,entrada,4.88,6.12,86
30119,2025-09-20,478,salida,4.75,3.17,139
30120,2025-07-07,377,salida,2.33,1.44,85
30121,2025-07-05,343,salida,2.28,4.52,66
30122,2025-01-30,409,entrada,3.69,7.82,92
30123,2025-04-18,25,entrada,4.45,7.6,93
30124,2025-06-09,74,salida,1.53,10.19,198
30125,2025-04-12,98,salida,0.85,2.73,167
30126,2025-04-06,408,salida,3.27,2.91,181
30127,2024-12-24,465,entrada,3.56,2.95,40
30128,2025-02-22,15,salida,0.48,0.48,140
30129,2025-04-14,74,entrada,5.09,0.31,196
30130,2025-04-03,356,entrada,1.91,9.53,175
30131,2025-03-01,417,salida,4.0,0.74,79
30132,2025-10-08,486,salida,3.61,4.21,85
30133,2025-02-23,160,salida,1.51,4.76,118
30134,2025-05-31,466,entrada,0.82,9.13,61
30135,2025-02-23,6,entrada,4.14,5.77,75
30136,2025-05-18,444,salida,5.02,5.12,145
30137,2025-10-17,69,entrada,3.29,10.09,179
30138,2024-12-15,403,salida,0.55,6.48,110
30139,2025-02-18,301,entrada,4.17,1.66,49
30140,2025-10-01,459,salida,2.53,9.61,92
30141,2025-01-04,321,entrada,3.59,7.65,177
30142,2025-07-30,33,salida,3.96,0.33,151
30143,2025-03-29,105,salida,0.38,7.52,157
30144,2025-07-24,275,entrada,3.03,6.56,176
30145,2024-12-04,183,entrada,3.13,9.34,178
30146,2024-12-03,122,entrada,3.07,4.87,129
30147,2025-03-27,497,entrada,1.16,0.21,179
30148,2025-06-02,8,salida,3.2,5.7,133
30149,2025-05-18,401,salida,1.91,0.82,28
30150,2024-12-29,202,salida,0.55,2.9,6
30151,2025-09-21,257,entrada,4.02,2.35,2
30152,2025-03-03,228,entrada,5.07,2.92,50
30153,2025-04-15,43,salida,3.16,8.49,73
30154,2025-10-25,124,salida,4.77,9.9,90
30155,2025-03-20,256,entrada,1.72,8.59,140
30156,2025-03-21,39,salida,3.41,1.7,181
30157,2025-06-03,278,salida,4.84,2.05,199
30158,2025-07-14,31,entrada,4.54,8.68,161
30159,2025-04-27,291,entrada,0.5,5.35,162
30160,2025-05-22,228,salida,4.38,4.72,149
30161,2024-11-17,103,salida,2.3,5.2,129
30162,2025-05-26,192,entrada,3.75,6.77,193
30163,2024-11-23,213,entrada,4.11,7.7,52
30164,2025-05-05,347,entrada,0.64,2.88,110
30165,2025-08-19,428,entrada,2.62,8.34,162
30166,2024-12-17,189,entrada,4.84,8.43,66
30167,2025-01-22,440,salida,1.51,3.44,11
30168,2025-02-03,10,salida,4.75,1.28,86
30169,2025-07-30,467,entrada,2.03,0.56,67
30170,2025-02-07,204,entrada,3.52,4.1,86
30171,2024-11-14,365,entrada,3.39,1.98,72
30172,2025-10-24,311,entrada,3.57,1.72,114
30173,2025-04-23,49,entrada,4.98,3.74,188
30174,2025-10-25,61,entrada,0.31,3.11,117
30175,2025-07-29,173,salida,2.22,9.14,168
30176,2024-12-16,26,entrada,2.41,7.8,64
30177,2025-03-06,163,salida,3.37,3.17,70
30178,2025-09-11,219,entrada,2.84,9.48,115
30179,2025-09-12,100,salida,3.4,1.38,142
30180,2025-04-23,31,entrada,1.84,8.58,124
30181,2024-12-03,390,entrada,3.39,6.47,56
30182,2025-08-20,22,entrada,3.95,4.29,146
30183,2025-03-16,49,entrada,3.73,4.23,197
30184,2025-10-03,464,salida,2.86,3.35,149
30185,2025-09-08,237,entrada,0.9,9.77,172
30186,2025-08-11,278,salida,0.69,3.07,176
30187,2025-10-28,310,salida,2.8,9.19,115
30188,2024-11-08,61,salida,2.48,6.22,168
30189,2024-11-20,410,salida,0.13,7.16,74
30190,2024-12-28,117,salida,2.82,10.17,137
30191,2025-08-14,289,entrada,3.89,9.55,19
30192,2025-09-24,464,salida,1.76,0.49,83
30193,2025-08-29,438,entrada,1.1,10.04,76
30194,2025-10-28,405,salida,3.12,2.36,152
30195,2024-12-06,74,salida,2.17,5.44,73
30196,2025-07-04,290,entrada,0.35,6.47,33
30197,2025-02-23,170,salida,0.58,9.12,15
30198,2025-04-28,337,entrada,3.17,7.35,73
30199,2025-03-03,257,entrada,0.48,2.51,109
30200,2025-03-30,175,salida,5.04,3.73,123
30201,2025-03-19,276,entrada,0.2,8.77,117
30202,2025-02-02,250,entrada,3.83,4.42,84
30203,2025-04-08,333,salida,4.98,5.21,18
30204,2025-06-08,335,entrada,4.77,5.4,76
30205,2025-04-23,442,salida,1.32,2.31,54
30206,2025-09-01,35,salida,4.02,6.75,67
30207,2025-06-21,9,entrada,3.61,4.23,174
30208,2024-12-26,279,salida,2.01,7.57,98
30209,2025-06-13,81,entrada,3.83,1.5,139
30210,2025-01-16,335,entrada,0.87,9.8,122
30211,2025-06-16,152,salida,0.59,1.33,40
30212,2025-08-01,64,entrada,2.74,1.01,199
30213,2025-03-03,134,salida,3.02,3.91,140
30214,2025-01-18,489,entrada,1.99,0.6,198
30215,2025-10-06,344,entrada,3.56,6.35,89
30216,2025-06-13,17,salida,1.57,2.68,199
30217,2025-06-13,355,entrada,1.16,8.2,19
30218,2025-10-08,122,salida,2.48,2.63,0
30219,2025-07-28,282,salida,4.61,8.13,12
30220,2025-02-08,20,salida,3.1,3.0,157
30221,2025-06-13,169,salida,3.1,0.79,95
30222,2025-05-07,51,entrada,3.92,9.17,197
30223,2025-05-23,41,salida,3.48,6.18,190
30224,2025-05-30,465,salida,4.65,10.05,192
30225,2024-12-31,367,salida,4.52,3.89,121
30226,2025-03-19,474,salida,2.78,3.56,28
30227,2025-09-01,214,salida,2.4,9.78,4
30228,2025-03-16,363,salida,3.26,3.95,124
30229,2025-01-08,413,salida,0.23,0.4,139
30230,2025-10-10,411,salida,0.19,8.96,57
30231,2024-12-15,134,salida,0.21,3.64,182
30232,2024-12-25,229,entrada,0.66,5.09,123
30233,2025-05-10,430,salida,5.1,3.17,93
30234,2024-12-30,120,salida,1.43,8.84,112
30235,2025-08-01,28,entrada,2.92,6.95,35
30236,2024-12-19,262,entrada,4.76,7.78,27
30237,2024-11-29,361,salida,2.63,9.27,159
30238,2025-01-04,218,entrada,4.41,2.68,143
30239,2025-01-07,301,entrada,1.08,5.62,121
30240,2024-12-01,223,entrada,1.84,6.08,29
30241,2025-04-25,229,entrada,0.43,9.24,97
30242,2025-04-06,413,salida,3.0,6.29,121
30243,2025-06-04,375,salida,0.21,1.26,2
30244,2024-11-08,285,salida,2.22,4.9,22
30245,2025-09-21,332,salida,4.36,6.52,123
30246,2024-12-13,364,salida,1.31,1.64,130
30247,2025-08-01,193,salida,0.47,9.51,142
30248,2025-02-25,196,salida,4.02,6.27,156
30249,2025-03-27,484,salida,2.23,8.8,36
30250,2025-07-08,380,salida,2.61,2.18,160
30251,2025-06-03,427,salida,4.29,7.03,159
30252,2025-03-23,54,entrada,4.89,7.99,126
30253,2025-09-09,247,entrada,5.06,3.55,144
30254,2025-05-26,145,salida,3.8,7.85,19
30255,2025-02-27,338,salida,4.7,3.89,186
30256,2025-10-12,461,salida,1.75,2.89,154
30257,2025-05-22,229,salida,2.61,5.61,190
30258,2025-11-03,227,salida,4.58,0.68,25
30259,2025-07-09,396,salida,0.14,6.09,190
30260,2025-01-29,228,entrada,0.16,9.3,31
30261,2025-09-14,65,salida,0.42,7.23,79
30262,2024-12-01,329,entrada,1.7,9.03,31
30263,2025-05-20,139,salida,4.36,4.33,121
30264,2024-12-11,123,entrada,4.2,0.88,146
30265,2025-03-08,332,salida,3.06,6.54,110
30266,2025-07-02,250,salida,3.1,7.71,131
30267,2025-10-25,210,salida,4.77,8.47,109
30268,2025-09-22,289,salida,1.76,3.87,68
30269,2025-09-24,296,salida,1.35,1.82,6
30270,2025-07-11,32,entrada,2.02,6.24,62
30271,2025-04-03,306,salida,1.95,4.23,4
30272,2024-11-20,177,salida,4.1,7.39,190
30273,2025-03-06,347,salida,3.94,6.52,60
30274,2025-01-27,292,salida,4.34,1.55,84
30275,2025-06-11,11,entrada,1.75,9.0,12
30276,2024-12-22,346,entrada,3.34,0.96,121
30277,2025-05-29,3,entrada,0.13,9.58,161
30278,2025-04-21,117,entrada,3.79,7.01,100
30279,2025-08-19,2,salida,2.78,1.42,78
30280,2025-08-16,25,salida,1.92,3.53,90
30281,2024-11-18,277,salida,1.54,5.0,130
30282,2025-08-27,51,entrada,1.76,5.78,16
30283,2025-10-30,253,entrada,2.69,3.44,16
30284,2024-11-15,436,salida,1.88,2.22,151
30285,2025-09-09,152,salida,1.1,1.97,164
30286,2025-03-06,438,salida,4.39,1.65,2
30287,2025-06-09,395,salida,3.42,0.97,59
30288,2025-06-12,491,entrada,3.32,9.82,173
30289,2025-09-04,108,entrada,3.31,5.1,162
30290,2025-08-20,411,salida,0.59,4.81,143
30291,2025-07-31,229,entrada,3.68,0.95,34
30292,2025-06-16,158,entrada,4.76,6.25,152
30293,2025-06-05,317,entrada,2.93,5.03,129
30294,2024-11-07,71,entrada,1.89,7.3,179
30295,2025-06-07,12,salida,1.91,5.34,51
30296,2025-03-26,348,entrada,1.92,8.56,98
30297,2024-11-15,373,entrada,1.03,5.47,154
30298,2024-12-01,404,salida,4.04,6.69,143
30299,2025-06-10,312,salida,4.7,1.46,176
30300,2025-09-25,448,entrada,2.7,3.82,184
30301,2024-12-24,365,salida,1.4,2.91,112
30302,2025-08-01,359,salida,3.31,5.77,152
30303,2025-07-05,416,salida,2.98,2.38,111
30304,2024-11-27,379,salida,0.74,0.78,59
30305,2025-06-02,160,entrada,0.53,7.72,148
30306,2025-01-18,491,salida,5.04,8.37,145
30307,2025-08-15,334,salida,3.77,4.85,35
30308,2025-09-03,188,salida,0.51,3.92,125
30309,2024-11-06,273,entrada,1.17,5.89,113
30310,2025-08-11,241,salida,0.76,9.77,87
30311,2025-04-10,455,salida,4.99,1.4,144
30312,2025-08-12,44,salida,2.23,5.65,103
30313,2025-07-18,97,salida,3.2,7.16,33
30314,2025-01-23,377,entrada,4.92,6.7,1
30315,2025-09-26,456,entrada,1.45,2.41,88
30316,2025-08-29,460,salida,4.24,8.09,59
30317,2025-06-21,158,salida,1.36,6.0,102
30318,2025-03-05,118,entrada,1.89,9.61,59
30319,2025-02-04,68,salida,0.48,5.57,25
30320,2025-04-23,251,entrada,4.15,6.97,39
30321,2025-05-11,425,salida,1.3,4.37,84
30322,2025-01-28,275,salida,0.4,2.31,118
30323,2024-12-11,187,salida,3.61,1.6,194
30324,2025-02-09,267,salida,4.28,5.42,102
30325,2025-01-04,241,salida,3.97,0.59,13
30326,2025-10-24,319,salida,3.34,9.96,87
30327,2025-06-16,173,salida,4.79,1.2,87
30328,2025-02-19,286,entrada,2.49,9.65,126
30329,2025-10-03,135,salida,3.19,3.65,41
30330,2025-07-10,295,entrada,1.97,7.66,159
30331,2025-11-01,396,entrada,4.44,5.37,185
30332,2025-06-13,46,salida,2.3,2.66,161
30333,2024-12-23,202,salida,5.04,1.27,76
30334,2024-12-30,297,salida,5.01,2.01,130
30335,2025-08-11,93,salida,2.81,7.04,90
30336,2025-06-27,233,entrada,0.62,6.44,150
30337,2025-07-11,110,salida,3.83,3.8,169
30338,2024-12-07,173,salida,4.72,4.05,198
30339,2024-12-20,457,salida,3.91,3.28,109
30340,2025-09-07,280,salida,4.89,1.55,133
30341,2025-07-02,434,entrada,4.8,5.99,97
30342,2025-03-25,259,salida,1.51,3.39,196
30343,2025-08-28,271,salida,3.64,6.66,148
30344,2025-07-24,15,entrada,3.06,8.74,7
30345,2025-03-18,17,salida,4.28,8.31,148
30346,2025-04-06,63,salida,4.62,3.63,18
30347,2025-05-02,385,entrada,3.72,1.68,54
30348,2025-02-28,72,salida,1.39,4.97,155
30349,2025-02-28,7,salida,1.65,5.17,100
30350,2024-12-20,178,salida,1.58,0.84,86
30351,2025-09-20,23,salida,4.08,3.81,181
30352,2025-10-29,207,entrada,0.96,3.15,116
30353,2025-05-20,114,salida,1.57,6.19,22
30354,2025-06-19,379,salida,3.36,1.14,91
30355,2025-09-29,37,entrada,1.72,4.23,175
30356,2025-01-22,67,salida,3.99,2.11,194
30357,2025-03-26,212,salida,2.42,4.72,106
30358,2024-12-15,291,salida,3.35,4.35,174
30359,2025-09-21,179,salida,2.62,9.7,88
30360,2025-09-18,270,salida,2.34,5.95,55
30361,2025-07-14,466,entrada,4.82,4.26,197
30362,2024-12-19,456,entrada,0.74,3.51,155
30363,2025-03-11,89,salida,4.22,1.51,199
30364,2025-08-11,381,salida,0.16,0.52,2
30365,2025-01-13,223,salida,2.11,9.6,189
30366,2025-10-11,78,salida,0.31,3.1,161
30367,2024-11-14,162,entrada,2.8,7.09,132
30368,2025-08-17,72,salida,2.14,0.83,156
30369,2025-03-01,383,entrada,2.72,6.24,48
30370,2025-07-14,469,salida,3.01,1.63,95
30371,2024-11-24,125,entrada,3.05,6.85,99
30372,2025-11-02,385,salida,2.42,4.12,66
30373,2024-11-07,464,entrada,0.6,3.93,87
30374,2024-12-28,201,salida,4.76,9.4,114
30375,2024-12-29,310,salida,2.99,6.63,82
30376,2025-08-14,185,salida,3.29,6.98,101
30377,2025-06-01,1,salida,4.5,1.19,110
30378,2025-03-16,436,entrada,1.42,0.46,147
30379,2024-11-26,41,entrada,2.6,6.13,71
30380,2025-06-02,273,salida,0.59,9.07,14
30381,2025-03-29,288,salida,1.08,3.93,179
30382,2025-10-28,167,entrada,1.8,0.71,93
30383,2025-03-15,443,salida,3.08,9.2,194
30384,2025-02-05,15,salida,2.85,0.48,102
30385,2025-01-11,255,salida,1.9,7.78,62
30386,2025-02-15,383,entrada,0.16,7.38,163
30387,2025-04-22,293,salida,1.06,3.33,24
30388,2025-08-31,34,entrada,4.1,2.84,77
30389,2025-01-15,393,entrada,2.62,3.23,160
30390,2024-11-22,335,salida,2.85,4.55,184
30391,2025-04-03,425,entrada,0.49,7.63,151
30392,2025-09-10,351,salida,2.38,9.39,173
30393,2025-08-31,41,entrada,2.78,6.62,175
30394,2024-12-30,96,salida,0.85,2.0,30
30395,2024-12-15,18,salida,0.15,4.66,153
30396,2025-03-17,276,salida,2.57,6.52,34
30397,2025-08-08,149,salida,1.71,2.72,40
30398,2025-02-01,161,entrada,2.56,6.99,192
30399,2025-09-09,321,salida,1.73,1.96,118
30400,2025-07-20,126,salida,4.21,0.21,180
30401,2025-05-13,211,entrada,1.74,6.6,185
30402,2025-03-07,428,entrada,0.63,0.43,25
30403,2025-10-19,303,entrada,4.92,1.59,62
30404,2025-09-21,480,salida,0.1,3.63,143
30405,2025-03-01,322,entrada,2.17,2.71,39
30406,2025-07-27,115,salida,3.82,5.22,194
30407,2025-05-22,467,salida,1.52,2.76,180
30408,2025-04-19,338,salida,3.31,4.18,22
30409,2025-04-13,420,salida,2.59,1.0,0
30410,2025-09-21,421,entrada,0.51,9.54,106
30411,2024-11-23,98,salida,4.55,5.32,191
30412,2025-01-14,157,entrada,4.84,4.45,143
30413,2025-02-06,292,salida,4.31,10.03,31
30414,2025-03-13,260,salida,2.14,5.47,107
30415,2025-08-12,433,entrada,0.83,6.68,34
30416,2025-07-24,258,salida,3.08,6.43,149
30417,2025-01-22,258,entrada,4.14,9.37,177
30418,2025-01-30,383,entrada,3.09,2.72,103
30419,2025-03-01,488,entrada,1.85,7.61,43
30420,2025-04-01,62,salida,0.97,1.57,82
30421,2025-01-12,88,salida,2.19,9.1,119
30422,2025-09-14,475,salida,4.27,2.85,157
30423,2025-02-15,17,salida,2.75,3.04,137
30424,2025-06-04,388,salida,4.93,4.56,169
30425,2025-03-31,324,entrada,1.3,7.57,152
30426,2025-10-14,69,entrada,4.67,4.56,81
30427,2025-06-11,267,entrada,3.07,8.58,167
30428,2024-11-29,246,salida,1.36,3.11,159
30429,2025-07-11,441,salida,3.55,8.1,103
30430,2025-07-09,287,salida,4.27,3.3,6
30431,2025-04-16,46,salida,1.97,0.57,79
30432,2025-02-28,298,entrada,4.78,8.78,194
30433,2025-10-03,40,salida,0.24,7.29,95
30434,2024-11-07,254,salida,3.63,8.73,161
30435,2024-11-26,190,salida,4.06,7.36,177
30436,2025-05-25,57,salida,3.44,7.1,149
30437,2024-11-15,403,entrada,2.58,5.86,192
30438,2025-09-19,329,salida,4.34,10.16,87
30439,2025-04-25,66,entrada,2.97,2.98,49
30440,2025-09-23,90,salida,1.37,3.1,185
30441,2025-07-04,282,entrada,4.56,7.92,136
30442,2024-12-02,370,entrada,2.25,2.38,90
30443,2025-08-26,351,salida,0.38,9.45,10
30444,2025-04-16,384,salida,2.22,9.83,76
30445,2025-09-17,8,entrada,0.73,5.7,63
30446,2024-11-14,412,entrada,4.82,6.27,147
30447,2025-10-04,398,salida,0.35,4.3,2
30448,2025-08-28,21,entrada,1.83,2.31,66
30449,2025-05-24,484,salida,1.16,7.9,111
30450,2024-11-14,451,salida,3.36,6.56,70
30451,2025-02-09,229,entrada,3.54,5.31,17
30452,2025-06-19,251,salida,4.07,10.06,54
30453,2025-09-06,461,entrada,1.86,2.58,3
30454,2025-01-16,200,salida,1.9,5.96,168
30455,2025-06-15,120,salida,3.97,9.28,107
30456,2025-01-24,190,salida,1.98,7.35,68
30457,2024-12-17,447,salida,3.35,6.66,126
30458,2025-05-25,324,entrada,0.4,4.64,139
30459,2024-11-15,13,salida,2.09,3.77,35
30460,2025-05-09,316,entrada,3.9,1.99,152
30461,2025-05-11,230,salida,0.94,0.47,31
30462,2025-04-23,496,salida,2.74,1.41,183
30463,2025-06-26,432,entrada,1.34,7.34,7
30464,2024-12-09,114,entrada,3.34,3.95,48
30465,2025-05-16,225,entrada,2.72,7.41,47
30466,2025-07-17,466,salida,4.34,4.71,198
30467,2025-10-25,465,salida,0.64,8.5,98
30468,2025-07-07,178,salida,3.91,7.48,189
30469,2024-12-11,320,entrada,2.01,0.3,185
30470,2024-12-15,152,salida,0.85,6.59,190
30471,2025-06-14,465,entrada,0.61,4.66,155
30472,2025-09-20,401,salida,4.54,6.56,17
30473,2024-12-27,122,salida,4.02,3.16,187
30474,2025-05-01,290,salida,4.29,7.73,31
30475,2025-03-15,313,salida,0.67,5.35,129
30476,2025-07-08,211,entrada,0.25,7.94,123
30477,2025-08-17,65,entrada,0.72,5.78,83
30478,2024-11-11,457,salida,1.83,3.45,33
30479,2024-12-19,426,entrada,4.16,8.91,39
30480,2024-11-22,337,entrada,0.18,0.8,173
30481,2025-01-10,324,salida,2.21,7.49,26
30482,2025-04-18,463,salida,1.31,1.52,176
30483,2025-04-11,139,salida,3.26,9.11,24
30484,2025-07-08,236,entrada,1.03,6.59,2
30485,2025-04-18,17,salida,4.02,2.3,158
30486,2024-12-18,192,salida,3.22,9.07,152
30487,2025-10-15,315,entrada,4.77,8.0,40
30488,2025-01-07,480,salida,2.34,2.67,79
30489,2025-03-13,494,salida,4.21,3.37,74
30490,2025-02-18,129,salida,0.34,5.25,47
30491,2025-03-08,62,entrada,3.68,8.21,18
30492,2025-02-10,235,salida,4.39,7.89,113
30493,2025-04-09,213,entrada,3.81,6.59,153
30494,2025-05-18,75,salida,2.06,7.3,85
30495,2024-11-20,340,entrada,4.74,5.23,49
30496,2025-10-18,349,salida,2.88,8.22,117
30497,2024-12-15,485,entrada,0.21,0.66,100
30498,2025-06-11,280,salida,4.68,0.26,65
30499,2025-11-04,249,salida,0.64,7.23,54
30500,2025-02-27,72,entrada,0.25,8.81,76
30501,2024-12-05,294,salida,2.31,6.6,35
30502,2025-07-24,326,salida,3.16,2.06,54
30503,2025-03-13,497,salida,2.32,7.6,125
30504,2024-11-20,330,salida,4.25,5.07,4
30505,2024-11-17,184,entrada,2.86,0.54,29
30506,2025-07-08,115,salida,1.82,2.18,83
30507,2025-05-19,0,entrada,0.65,6.65,3
30508,2024-12-30,482,salida,3.71,4.11,174
30509,2025-07-01,344,salida,2.63,8.33,91
30510,2025-06-21,315,salida,0.96,9.21,18
30511,2025-06-24,350,entrada,0.88,5.32,69
30512,2025-07-31,316,salida,1.86,1.12,189
30513,2025-10-21,413,salida,2.51,7.45,152
30514,2025-03-06,469,entrada,3.12,9.29,27
30515,2025-09-24,471,entrada,1.35,3.16,74
30516,2025-03-31,367,salida,4.63,3.73,119
30517,2025-01-17,372,entrada,0.79,0.22,148
30518,2024-11-11,417,entrada,4.71,1.54,16
30519,2025-04-06,50,salida,3.23,2.5,77
30520,2025-01-31,413,salida,2.59,1.3,54
30521,2025-07-05,357,salida,3.1,3.47,84
30522,2025-06-21,311,salida,4.88,1.93,44
30523,2025-06-11,51,entrada,4.25,6.27,108
30524,2025-02-05,87,entrada,0.56,2.61,165
30525,2025-09-13,20,entrada,1.36,4.95,81
30526,2025-04-09,462,salida,4.06,8.75,137
30527,2025-01-01,107,entrada,2.28,3.09,191
30528,2025-03-11,242,salida,4.49,9.81,180
30529,2025-01-20,333,salida,2.43,5.95,182
30530,2025-04-01,184,salida,3.18,4.93,78
30531,2025-01-05,126,salida,1.41,0.65,44
30532,2025-06-24,283,salida,2.91,6.12,68
30533,2025-06-17,239,salida,2.57,7.17,199
30534,2024-12-05,266,salida,3.82,0.83,103
30535,2025-11-01,390,salida,2.14,8.17,155
30536,2025-05-02,227,entrada,0.38,4.16,163
30537,2025-03-15,258,salida,4.57,0.58,69
30538,2025-09-24,367,salida,0.27,2.77,198
30539,2025-08-26,303,salida,4.79,1.44,148
30540,2025-03-24,370,salida,2.42,0.72,142
30541,2025-10-25,472,salida,2.19,1.12,188
30542,2025-06-13,469,salida,1.71,0.76,129
30543,2025-01-14,34,salida,4.65,4.68,95
30544,2025-06-02,364,salida,0.64,9.47,72
30545,2025-06-12,158,entrada,2.71,0.63,0
30546,2025-06-06,457,entrada,2.74,9.86,97
30547,2025-08-09,11,salida,5.04,6.54,154
30548,2025-02-23,99,salida,2.21,7.68,82
30549,2025-09-17,127,entrada,2.88,9.82,104
30550,2025-01-10,368,salida,0.92,2.6,47
30551,2025-07-26,221,salida,0.23,0.74,160
30552,2025-05-13,125,entrada,1.13,7.93,126
30553,2025-07-24,268,entrada,0.7,2.24,102
30554,2025-07-20,430,entrada,1.23,4.42,173
30555,2025-03-24,72,salida,0.76,8.68,25
30556,2025-03-06,10,entrada,3.64,1.11,69
30557,2025-09-12,163,salida,2.26,2.0,1
30558,2025-10-04,400,entrada,2.1,8.75,26
30559,2025-08-05,200,entrada,4.58,0.65,136
30560,2025-08-18,99,salida,1.2,0.63,177
30561,2025-05-03,179,entrada,4.83,9.0,186
30562,2025-05-05,98,salida,2.33,1.25,132
30563,2025-03-26,262,salida,1.47,9.9,170
30564,2025-03-17,432,salida,0.43,2.29,163
30565,2025-06-29,399,salida,0.6,9.66,9
30566,2025-08-22,127,entrada,1.38,2.29,88
30567,2025-10-15,144,entrada,2.98,2.32,56
30568,2025-03-04,91,entrada,4.19,8.38,172
30569,2024-11-22,183,entrada,1.53,8.98,96
30570,2025-05-16,167,entrada,1.06,8.5,89
30571,2025-10-11,163,entrada,4.33,5.51,142
30572,2025-06-30,341,salida,4.75,3.63,178
30573,2024-11-29,446,salida,2.97,6.39,1
30574,2025-10-20,443,entrada,0.9,3.85,32
30575,2025-05-31,431,salida,1.75,9.44,152
30576,2025-07-25,134,salida,3.38,9.26,74
30577,2025-10-20,260,entrada,3.06,0.5,92
30578,2025-05-31,142,salida,1.07,4.61,51
30579,2025-04-27,112,entrada,2.34,4.61,108
30580,2025-07-26,309,salida,2.01,7.51,33
30581,2025-10-05,198,salida,1.45,7.57,158
30582,2025-09-19,301,salida,3.55,9.72,132
