plato_id,ingrediente_id,cantidad_receta
782,69,0.125
782,382,0.551
782,375,0.279
782,90,0.517
782,220,0.48
783,227,0.199
783,228,0.375
783,484,0.451
783,202,0.261
783,375,0.179
784,58,0.461
784,409,0.105
785,380,0.198
785,382,0.295
785,263,0.301
785,82,0.349
786,40,0.413
786,1,0.463
787,429,0.273
787,112,0.383
788,248,0.309
788,394,0.44
788,439,0.41
788,87,0.107
788,217,0.239
788,168,0.325
789,239,0.254
789,348,0.308
789,441,0.149
790,470,0.205
790,232,0.498
790,188,0.579
790,91,0.11
790,286,0.11
790,126,0.561
791,151,0.445
791,62,0.461
791,199,0.361
791,218,0.15
791,182,0.563
791,365,0.33
792,174,0.279
792,131,0.553
792,258,0.538
792,424,0.566
792,172,0.354
792,272,0.297
792,138,0.546
793,158,0.579
793,442,0.24
793,265,0.352
793,10,0.471
793,127,0.443
794,224,0.22
794,451,0.187
794,433,0.497
794,192,0.295
795,335,0.385
795,339,0.412
795,107,0.426
795,299,0.487
795,29,0.532
796,155,0.32
796,464,0.256
797,403,0.569
797,326,0.376
797,125,0.372
797,238,0.216
797,430,0.465
797,173,0.247
798,403,0.412
798,211,0.576
798,483,0.158
798,457,0.183
798,248,0.133
799,358,0.189
799,461,0.406
799,499,0.302
799,464,0.417
799,493,0.424
800,190,0.406
800,69,0.378
800,410,0.156
800,94,0.202
800,128,0.556
801,407,0.113
801,233,0.533
802,354,0.328
802,201,0.245
802,87,0.421
802,218,0.506
802,70,0.328
803,48,0.503
803,387,0.576
803,276,0.305
803,144,0.313
803,299,0.266
804,387,0.185
804,399,0.305
805,51,0.332
805,264,0.486
805,39,0.393
805,247,0.433
805,9,0.154
806,161,0.544
806,42,0.202
806,124,0.31
806,75,0.161
806,103,0.468
806,206,0.22
806,142,0.468
807,302,0.584
807,27,0.389
807,173,0.487
808,110,0.25
808,324,0.488
808,35,0.146
809,24,0.432
809,18,0.476
809,100,0.105
810,297,0.156
810,23,0.509
810,178,0.202
810,465,0.23
810,267,0.146
811,374,0.444
811,412,0.302
811,265,0.29
811,50,0.241
812,410,0.157
812,408,0.368
812,145,0.359
813,240,0.115
813,403,0.535
813,259,0.306
813,337,0.347
813,411,0.299
814,2,0.558
814,330,0.546
814,46,0.252
814,107,0.113
814,499,0.301
814,378,0.565
815,225,0.408
815,348,0.597
815,270,0.461
815,48,0.337
816,330,0.105
816,390,0.15
816,4,0.352
816,32,0.387
816,306,0.322
816,76,0.529
816,491,0.374
817,9,0.593
817,416,0.445
817,176,0.553
817,398,0.364
817,255,0.177
817,7,0.398
818,435,0.493
818,14,0.36
818,344,0.427
818,151,0.536
818,423,0.391
818,366,0.551
819,333,0.169
819,13,0.367
819,77,0.564
820,146,0.37
820,62,0.128
820,245,0.566
820,212,0.137
820,266,0.315
820,323,0.44
821,170,0.239
821,98,0.327
821,281,0.238
821,354,0.522
821,106,0.457
822,107,0.417
822,301,0.218
822,427,0.299
822,363,0.228
822,298,0.414
822,254,0.449
822,402,0.521
823,144,0.558
823,293,0.107
823,410,0.361
824,323,0.295
824,351,0.459
824,256,0.2
824,297,0.162
824,67,0.536
824,468,0.297
825,236,0.128
825,313,0.254
826,76,0.59
826,308,0.242
826,15,0.487
826,191,0.534
826,423,0.222
826,216,0.566
827,493,0.352
827,243,0.539
828,120,0.447
828,447,0.485
829,285,0.336
829,219,0.105
829,210,0.587
829,225,0.299
829,474,0.499
829,247,0.24
829,406,0.396
830,441,0.108
830,150,0.285
831,305,0.579
831,8,0.202
831,30,0.266
831,417,0.547
831,75,0.449
831,247,0.402
832,93,0.423
832,48,0.413
832,197,0.363
832,205,0.594
832,6,0.172
833,167,0.23
833,75,0.318
833,141,0.356
834,300,0.39
834,6,0.473
834,42,0.21
834,480,0.588
835,269,0.193
835,304,0.282
835,19,0.526
835,350,0.591
835,408,0.15
835,491,0.191
835,246,0.566
836,238,0.581
836,179,0.515
836,176,0.164
837,223,0.499
837,81,0.188
837,157,0.251
837,486,0.252
837,325,0.17
838,83,0.592
838,366,0.201
838,199,0.11
839,33,0.29
839,39,0.194
839,5,0.108
839,197,0.158
839,346,0.289
840,429,0.228
840,309,0.277
840,380,0.315
840,292,0.231
840,367,0.31
841,440,0.436
841,229,0.235
842,429,0.499
842,356,0.157
842,163,0.331
842,184,0.413
842,474,0.103
842,297,0.467
842,259,0.151
843,42,0.581
843,120,0.152
843,397,0.493
843,90,0.576
844,191,0.578
844,263,0.286
845,482,0.551
845,183,0.451
845,78,0.316
845,477,0.54
845,213,0.356
845,77,0.37
846,392,0.287
846,489,0.323
847,244,0.506
847,474,0.111
848,24,0.49
848,106,0.359
848,120,0.251
848,25,0.493
849,340,0.511
849,280,0.589
850,188,0.141
850,168,0.388
850,313,0.141
850,303,0.428
850,68,0.539
850,237,0.126
850,45,0.158
851,253,0.547
851,279,0.204
851,285,0.561
851,67,0.182
852,468,0.17
852,383,0.204
852,426,0.448
852,416,0.49
853,315,0.284
853,286,0.436
853,327,0.276
853,38,0.179
853,417,0.55
853,104,0.347
853,281,0.221
854,233,0.102
854,299,0.37
854,409,0.313
855,475,0.2
855,396,0.261
855,228,0.576
855,59,0.343
855,140,0.527
856,31,0.239
856,189,0.226
856,377,0.249
856,491,0.553
856,45,0.216
857,410,0.317
857,387,0.451
857,421,0.32
858,404,0.282
858,40,0.105
859,62,0.196
859,131,0.119
859,276,0.185
860,291,0.524
860,324,0.3
860,353,0.379
861,179,0.418
861,143,0.567
861,162,0.28
861,407,0.262
861,294,0.169
862,239,0.56
862,163,0.135
863,173,0.394
863,50,0.113
863,214,0.369
863,120,0.462
863,264,0.445
864,152,0.265
864,421,0.331
864,284,0.398
864,441,0.464
865,97,0.185
865,411,0.31
865,423,0.554
865,404,0.205
866,97,0.394
866,497,0.24
866,168,0.367
867,212,0.575
867,240,0.519
867,126,0.318
867,277,0.261
867,176,0.386
868,21,0.579
868,282,0.34
868,438,0.319
868,250,0.358
869,212,0.314
869,103,0.455
870,346,0.335
870,20,0.595
870,290,0.569
871,324,0.172
871,445,0.513
871,1,0.111
872,390,0.237
872,298,0.454
872,111,0.246
872,476,0.314
872,339,0.387
873,131,0.575
873,335,0.574
873,147,0.137
873,348,0.164
873,380,0.398
873,5,0.355
874,125,0.129
874,424,0.593
874,104,0.126
875,165,0.26
875,99,0.443
875,346,0.481
875,347,0.366
876,94,0.408
876,278,0.5
876,223,0.496
876,229,0.143
876,170,0.403
876,386,0.561
877,198,0.415
877,62,0.521
877,31,0.187
877,152,0.16
877,229,0.118
877,4,0.392
877,455,0.122
878,479,0.237
878,99,0.585
878,47,0.211
879,398,0.404
879,85,0.315
879,22,0.217
879,301,0.524
880,24,0.158
880,264,0.186
880,14,0.428
880,223,0.193
880,153,0.248
880,105,0.107
880,1,0.117
881,397,0.496
881,70,0.472
882,301,0.552
882,354,0.12
882,238,0.177
882,404,0.553
883,455,0.255
883,205,0.235
883,119,0.529
883,134,0.247
883,361,0.197
884,202,0.205
884,351,0.488
884,289,0.586
884,384,0.266
884,382,0.468
885,387,0.582
885,414,0.364
886,80,0.413
886,483,0.343
886,456,0.424
886,105,0.261
886,401,0.443
886,200,0.242
887,275,0.352
887,125,0.369
887,86,0.278
888,102,0.555
888,198,0.498
888,414,0.542
889,70,0.543
889,147,0.512
889,324,0.126
890,489,0.121
890,385,0.356
890,114,0.403
890,423,0.3
890,127,0.41
890,455,0.436
891,119,0.185
891,333,0.236
891,17,0.216
891,26,0.44
891,135,0.545
892,356,0.233
892,85,0.234
892,294,0.583
892,473,0.451
893,359,0.183
893,35,0.258
893,226,0.508
894,425,0.532
894,186,0.221
894,301,0.273
894,224,0.253
894,231,0.32
894,6,0.362
894,281,0.257
895,175,0.217
895,428,0.183
895,337,0.122
895,138,0.351
896,217,0.217
896,176,0.576
896,25,0.236
897,288,0.553
897,53,0.526
897,215,0.353
897,497,0.147
897,266,0.159
897,12,0.464
897,357,0.239
898,407,0.265
898,468,0.599
898,201,0.256
898,202,0.213
898,56,0.318
898,91,0.378
898,42,0.23
899,269,0.461
899,171,0.33
899,69,0.295
899,86,0.104
899,456,0.113
900,428,0.407
900,297,0.406
900,44,0.257
900,85,0.499
900,462,0.385
900,415,0.181
900,76,0.269
901,106,0.531
901,34,0.192
901,436,0.117
901,229,0.267
901,27,0.222
901,317,0.562
902,270,0.174
902,142,0.222
903,337,0.419
903,106,0.421
903,201,0.551
903,156,0.303
903,294,0.584
903,62,0.339
904,119,0.55
904,96,0.417
904,108,0.147
904,313,0.32
905,146,0.528
905,206,0.531
905,134,0.219
905,80,0.447
905,347,0.43
905,68,0.173
906,63,0.244
906,269,0.235
906,429,0.598
906,326,0.552
906,358,0.244
907,251,0.38
907,401,0.562
907,178,0.255
907,59,0.171
907,462,0.334
908,49,0.281
908,71,0.554
908,376,0.495
909,180,0.28
909,457,0.509
909,154,0.362
909,18,0.175
909,55,0.281
909,142,0.517
909,411,0.553
910,420,0.214
910,110,0.563
911,119,0.507
911,88,0.193
911,459,0.186
911,401,0.532
911,118,0.234
911,439,0.302
912,35,0.261
912,330,0.216
912,36,0.312
912,195,0.328
912,74,0.389
912,409,0.379
912,414,0.174
913,350,0.521
913,131,0.272
913,295,0.181
913,264,0.318
913,170,0.313
913,342,0.331
914,442,0.462
914,118,0.466
914,486,0.522
914,105,0.349
914,28,0.454
914,299,0.222
914,36,0.594
915,226,0.267
915,351,0.239
915,295,0.302
916,141,0.485
916,110,0.298
916,282,0.459
916,357,0.25
917,128,0.321
917,220,0.258
917,339,0.261
918,74,0.517
918,241,0.49
918,149,0.261
918,345,0.541
918,224,0.567
918,355,0.389
919,118,0.549
919,471,0.491
919,81,0.325
919,228,0.327
919,192,0.128
919,225,0.388
920,233,0.544
920,47,0.503
920,157,0.374
921,286,0.294
921,14,0.593
921,321,0.283
921,396,0.397
921,324,0.524
922,20,0.26
922,431,0.211
922,322,0.589
922,419,0.225
922,259,0.284
922,164,0.147
923,424,0.346
923,30,0.496
923,26,0.549
923,261,0.18
923,311,0.286
924,141,0.328
924,480,0.387
924,395,0.232
925,318,0.344
925,357,0.552
925,486,0.567
925,447,0.189
925,24,0.274
926,258,0.207
926,56,0.561
926,17,0.17
926,429,0.25
926,389,0.59
926,102,0.283
926,473,0.579
927,185,0.437
927,365,0.18
927,116,0.293
927,481,0.128
927,30,0.375
927,320,0.362
928,50,0.12
928,354,0.541
928,339,0.229
928,205,0.331
928,232,0.263
928,219,0.541
929,137,0.486
929,102,0.319
929,31,0.297
929,199,0.575
929,222,0.322
930,24,0.132
930,83,0.224
930,252,0.426
931,163,0.158
931,102,0.445
931,211,0.13
931,86,0.46
932,499,0.222
932,187,0.404
933,32,0.151
933,407,0.277
933,87,0.476
933,155,0.508
934,254,0.221
934,271,0.229
934,230,0.16
934,16,0.59
934,419,0.231
935,404,0.449
935,49,0.388
935,87,0.1
935,244,0.456
935,268,0.264
936,336,0.374
936,212,0.372
936,138,0.131
937,41,0.433
937,291,0.318
937,109,0.17
937,329,0.305
937,309,0.188
937,249,0.46
938,190,0.13
938,142,0.408
938,423,0.493
938,274,0.207
938,73,0.373
939,362,0.483
939,410,0.455
939,283,0.462
940,226,0.483
940,407,0.489
940,374,0.225
940,336,0.549
940,490,0.466
941,334,0.242
941,446,0.162
941,308,0.582
941,477,0.391
941,284,0.455
942,156,0.365
942,212,0.571
942,339,0.493
942,476,0.198
942,338,0.399
942,236,0.491
943,293,0.242
943,214,0.231
943,287,0.352
944,461,0.496
944,489,0.478
944,190,0.477
944,167,0.473
944,67,0.57
944,56,0.567
944,498,0.412
945,358,0.313
945,147,0.457
946,308,0.334
946,84,0.114
946,232,0.328
946,305,0.28
947,436,0.53
947,119,0.4
947,69,0.498
947,214,0.243
947,48,0.281
948,316,0.212
948,123,0.597
948,112,0.564
949,164,0.584
949,258,0.478
950,3,0.225
950,200,0.523
950,174,0.597
950,84,0.162
951,12,0.326
951,144,0.457
951,345,0.132
951,205,0.451
951,17,0.318
951,195,0.117
951,498,0.376
952,294,0.447
952,36,0.3
952,103,0.512
952,365,0.409
952,138,0.36
952,407,0.249
952,398,0.512
953,263,0.544
953,485,0.353
953,125,0.314
953,134,0.285
953,441,0.549
954,16,0.427
954,393,0.405
954,470,0.145
954,408,0.476
954,375,0.431
955,278,0.423
955,168,0.567
955,269,0.289
955,388,0.35
955,224,0.42
955,464,0.299
955,474,0.558
956,221,0.142
956,300,0.212
956,361,0.229
956,203,0.255
956,447,0.591
957,245,0.356
957,192,0.471
957,191,0.146
957,98,0.373
957,175,0.31
957,277,0.221
957,31,0.362
958,418,0.595
958,122,0.277
959,111,0.12
959,308,0.432
959,46,0.587
959,338,0.152
960,256,0.38
960,376,0.196
960,239,0.299
960,193,0.529
961,442,0.267
961,426,0.558
961,44,0.307
962,363,0.486
962,55,0.223
963,173,0.343
963,494,0.418
964,75,0.266
964,250,0.443
964,42,0.549
964,390,0.172
964,2,0.549
965,378,0.273
965,67,0.365
965,102,0.31
965,354,0.384
966,302,0.329
966,438,0.384
966,174,0.332
966,285,0.515
966,168,0.522
967,274,0.424
967,49,0.4
967,354,0.54
967,12,0.548
968,453,0.583
968,335,0.511
968,429,0.262
968,402,0.5
968,25,0.55
969,479,0.517
969,255,0.463
969,268,0.589
969,277,0.103
969,116,0.437
969,307,0.371
969,85,0.353
970,409,0.298
970,375,0.387
970,236,0.531
970,336,0.169
971,289,0.552
971,307,0.446
972,339,0.282
972,234,0.509
972,335,0.326
972,258,0.289
973,247,0.307
973,273,0.376
973,371,0.225
973,94,0.576
973,181,0.138
973,221,0.301
973,4,0.129
974,355,0.181
974,295,0.158
975,102,0.485
975,109,0.216
975,165,0.287
975,488,0.242
976,125,0.381
976,223,0.248
977,70,0.332
977,206,0.408
977,116,0.599
977,2,0.348
977,340,0.375
977,39,0.287
977,242,0.126
978,180,0.34
978,78,0.537
978,370,0.348
978,53,0.414
978,74,0.599
978,16,0.472
978,230,0.406
979,305,0.144
979,170,0.591
979,109,0.425
979,450,0.178
980,261,0.142
980,160,0.192
980,210,0.222
980,407,0.581
980,321,0.356
980,369,0.467
981,142,0.294
981,245,0.47
981,365,0.223
981,412,0.347
981,201,0.583
981,237,0.404
981,333,0.482
982,286,0.1
982,180,0.181
982,12,0.414
982,93,0.138
983,119,0.483
983,20,0.441
983,437,0.514
983,207,0.203
983,191,0.475
984,379,0.384
984,205,0.196
985,7,0.317
985,209,0.237
985,296,0.456
985,406,0.554
985,314,0.241
985,275,0.415
986,38,0.489
986,199,0.135
986,453,0.495
986,194,0.267
986,391,0.324
986,439,0.42
987,462,0.225
987,286,0.581
987,68,0.579
988,86,0.393
988,493,0.235
989,44,0.159
989,59,0.105
990,167,0.55
990,249,0.318
990,483,0.34
991,11,0.519
991,173,0.543
991,156,0.275
991,453,0.589
991,492,0.244
991,370,0.163
992,351,0.157
992,127,0.103
992,491,0.108
992,436,0.294
992,57,0.422
993,211,0.327
993,56,0.164
993,491,0.474
993,401,0.464
994,20,0.545
994,61,0.291
995,112,0.592
995,426,0.31
995,120,0.314
996,305,0.25
996,463,0.222
997,254,0.307
997,127,0.191
997,410,0.227
997,361,0.252
997,24,0.501
997,43,0.467
998,26,0.318
998,269,0.222
998,72,0.332
998,426,0.58
998,274,0.54
998,384,0.19
999,16,0.221
999,261,0.364
999,189,0.529
999,180,0.173
999,108,0.553
1000,170,0.312
1000,479,0.181
1001,305,0.425
1001,51,0.142
1001,176,0.266
1001,38,0.152
1001,215,0.438
1001,378,0.429
1001,57,0.596
1002,21,0.344
1002,34,0.201
1002,498,0.556
1002,68,0.264
1003,153,0.588
1003,305,0.214
1003,414,0.531
1003,394,0.433
1003,421,0.54
1003,130,0.238
1004,282,0.346
1004,497,0.212
1004,489,0.235
1004,262,0.132
1005,320,0.558
1005,57,0.583
1005,160,0.527
1005,172,0.258
1006,191,0.395
1006,103,0.25
1006,337,0.563
1007,342,0.251
1007,210,0.405
1007,437,0.504
1007,176,0.461
1007,222,0.56
1008,383,0.141
1008,419,0.153
1008,298,0.151
1008,61,0.15
1008,331,0.392
1009,179,0.227
1009,58,0.302
1009,27,0.573
1009,479,0.271
1009,460,0.36
1009,457,0.328
1009,49,0.536
1010,59,0.216
1010,297,0.436
1010,361,0.544
1010,188,0.417
1011,22,0.216
1011,271,0.521
1011,375,0.474
1011,241,0.424
1011,293,0.495
1012,425,0.381
1012,440,0.516
1012,41,0.473
1012,172,0.168
1012,142,0.349
1013,339,0.322
1013,217,0.378
1013,495,0.343
1014,273,0.209
1014,253,0.161
1014,203,0.387
1014,329,0.396
1014,442,0.523
1014,37,0.526
1015,302,0.445
1015,128,0.548
1015,186,0.259
1015,266,0.387
1015,190,0.471
1015,137,0.399
1016,12,0.171
1016,35,0.541
1017,199,0.281
1017,298,0.52
1018,60,0.468
1018,304,0.561
1018,274,0.55
1018,97,0.429
1018,86,0.398
1019,19,0.446
1019,143,0.384
1019,215,0.19
1019,193,0.347
1019,337,0.412
1019,318,0.507
1019,181,0.521
1020,479,0.284
1020,291,0.444
1020,404,0.457
1020,442,0.433
1021,437,0.6
1021,362,0.249
1021,429,0.578
1021,306,0.36
1021,364,0.211
1021,148,0.577
1022,57,0.31
1022,45,0.125
1022,157,0.22
1022,258,0.325
1022,462,0.447
1022,313,0.414
1022,321,0.544
1023,138,0.375
1023,396,0.583
1023,7,0.285
1023,68,0.59
1024,69,0.205
1024,230,0.486
1024,17,0.567
1024,377,0.284
1025,314,0.361
1025,238,0.572
1025,421,0.134
1025,258,0.145
1026,173,0.364
1026,413,0.311
1026,189,0.281
1026,203,0.528
1026,7,0.225
1027,241,0.222
1027,198,0.122
1027,193,0.553
1027,19,0.224
1027,417,0.248
1027,473,0.318
1028,2,0.175
1028,136,0.336
1028,317,0.421
1028,258,0.578
1028,465,0.211
1028,142,0.38
1029,383,0.139
1029,10,0.181
1030,373,0.147
1030,139,0.291
1030,162,0.221
1030,257,0.279
1031,348,0.592
1031,59,0.27
1031,279,0.256
1031,90,0.201
1031,73,0.204
1031,213,0.16
1031,152,0.524
1032,143,0.505
1032,174,0.348
1032,106,0.302
1033,290,0.524
1033,60,0.115
1033,274,0.128
1034,172,0.44
1034,48,0.52
1034,77,0.194
1034,337,0.52
1034,333,0.142
1035,178,0.472
1035,463,0.3
1035,113,0.214
1035,152,0.449
1035,130,0.426
1036,265,0.119
1036,122,0.266
1036,348,0.448
1037,239,0.539
1037,72,0.246
1037,255,0.339
1037,421,0.136
1038,24,0.47
1038,125,0.509
1038,328,0.365
1038,331,0.169
1039,178,0.103
1039,226,0.273
1039,396,0.131
1040,233,0.584
1040,225,0.569
1041,246,0.113
1041,333,0.21
1041,278,0.583
1041,352,0.144
1042,166,0.138
1042,95,0.593
1042,391,0.337
1042,308,0.247
1042,268,0.195
1042,118,0.339
1042,433,0.423
1043,168,0.402
1043,320,0.395
1043,108,0.169
1044,137,0.211
1044,297,0.445
1044,332,0.254
1044,380,0.51
1044,186,0.535
1044,274,0.472
1045,467,0.202
1045,249,0.559
1045,423,0.467
1045,57,0.128
1045,418,0.367
1045,340,0.52
1046,287,0.578
1046,312,0.464
1046,400,0.593
1046,71,0.312
1047,60,0.541
1047,336,0.504
1048,308,0.146
1048,173,0.455
1048,303,0.109
1048,99,0.247
1048,229,0.362
1049,208,0.543
1049,232,0.441
1049,306,0.473
1049,337,0.359
1050,111,0.254
1050,80,0.366
1050,319,0.401
1050,90,0.285
1051,203,0.196
1051,462,0.562
1052,345,0.201
1052,217,0.341
1052,106,0.16
1052,66,0.348
1052,281,0.101
1053,92,0.34
1053,482,0.205
1053,14,0.195
1054,6,0.458
1054,269,0.42
1054,356,0.184
1054,415,0.527
1055,284,0.417
1055,133,0.583
1056,150,0.246
1056,299,0.136
1056,74,0.44
1056,381,0.55
1056,135,0.484
1057,225,0.278
1057,89,0.119
1058,319,0.538
1058,133,0.292
1058,273,0.24
1058,220,0.135
1059,45,0.517
1059,304,0.117
1059,498,0.522
1060,284,0.524
1060,153,0.51
1060,474,0.304
1060,431,0.253
1060,107,0.557
1061,208,0.117
1061,63,0.375
1062,389,0.555
1062,27,0.201
1063,470,0.367
1063,351,0.324
1063,71,0.169
1063,479,0.238
1063,498,0.348
1063,33,0.564
1064,350,0.585
1064,94,0.585
1064,57,0.113
1064,312,0.374
1065,198,0.279
1065,301,0.229
1065,339,0.171
1065,222,0.106
1065,408,0.161
1065,302,0.231
1065,192,0.319
1066,102,0.19
1066,228,0.287
1066,290,0.576
1067,43,0.554
1067,269,0.539
1067,411,0.571
1067,286,0.241
1067,166,0.135
1068,59,0.245
1068,364,0.356
1068,100,0.323
1068,190,0.442
1069,344,0.408
1069,10,0.416
1070,116,0.256
1070,122,0.551
1070,112,0.368
1070,47,0.421
1071,93,0.389
1071,157,0.248
1071,380,0.257
1071,281,0.568
1071,213,0.314
1072,58,0.233
1072,113,0.352
1072,485,0.331
1072,119,0.177
1072,464,0.111
1073,66,0.37
1073,400,0.377
1073,93,0.533
1073,207,0.148
1073,224,0.384
1073,277,0.288
1073,120,0.485
1074,490,0.514
1074,149,0.324
1074,171,0.281
1074,433,0.467
1074,351,0.388
1074,265,0.519
1075,478,0.123
1075,178,0.127
1075,147,0.448
1076,34,0.447
1076,384,0.159
1076,33,0.441
1076,270,0.596
1077,172,0.112
1077,14,0.287
1077,327,0.459
1078,18,0.493
1078,289,0.566
1078,102,0.441
1078,287,0.514
1079,167,0.132
1079,97,0.176
1079,213,0.408
1079,61,0.295
1079,306,0.432
1080,82,0.112
1080,338,0.507
1080,189,0.358
1081,63,0.327
1081,210,0.129
1081,379,0.513
1081,128,0.372
1082,383,0.121
1082,181,0.169
1082,236,0.26
1082,336,0.281
1082,139,0.355
1082,55,0.118
1082,140,0.338
1083,332,0.383
1083,451,0.28
1083,126,0.237
1083,254,0.368
1083,323,0.42
1084,401,0.502
1084,472,0.293
1084,169,0.445
1084,64,0.393
1084,407,0.173
1084,440,0.183
1085,399,0.349
1085,127,0.475
1085,59,0.363
1085,449,0.578
1085,291,0.39
1085,102,0.527
1086,110,0.175
1086,59,0.494
1086,407,0.287
1086,130,0.341
1086,360,0.555
1086,300,0.113
1087,222,0.36
1087,188,0.544
1087,373,0.117
1087,281,0.308
1087,303,0.354
1087,202,0.515
1087,83,0.238
1088,176,0.503
1088,405,0.594
1088,262,0.216
1088,247,0.591
1088,63,0.148
1088,186,0.317
1089,5,0.371
1089,115,0.162
1089,190,0.251
1089,370,0.417
1089,487,0.129
1090,191,0.121
1090,401,0.155
1090,318,0.576
1090,325,0.486
1090,312,0.166
1090,218,0.164
1090,473,0.218
1091,423,0.509
1091,437,0.295
1092,183,0.506
1092,242,0.565
1092,484,0.223
1092,420,0.227
1093,314,0.225
1093,249,0.297
1093,222,0.355
1093,269,0.331
1093,440,0.537
1094,436,0.567
1094,232,0.332
1095,153,0.157
1095,393,0.556
1095,329,0.136
1095,390,0.377
1095,22,0.526
1095,29,0.353
1096,137,0.177
1096,140,0.15
1096,197,0.352
1096,313,0.463
1097,268,0.486
1097,237,0.383
1097,233,0.512
1097,24,0.177
1097,174,0.531
1097,362,0.542
1098,277,0.353
1098,189,0.271
1098,457,0.573
1099,95,0.573
1099,45,0.599
1099,170,0.319
1099,345,0.276
1100,46,0.148
1100,356,0.158
1100,197,0.28
1100,200,0.226
1100,491,0.502
1100,281,0.111
1101,60,0.588
1101,450,0.297
1101,49,0.158
1102,58,0.543
1102,226,0.307
1102,189,0.15
1102,260,0.212
1102,33,0.296
1102,334,0.208
1102,262,0.2
1103,395,0.139
1103,5,0.545
1103,168,0.563
1103,153,0.309
1104,29,0.191
1104,53,0.314
1104,36,0.529
1104,319,0.17
1104,129,0.259
1104,134,0.242
1104,286,0.269
1105,173,0.405
1105,167,0.444
1105,204,0.578
1105,241,0.375
1106,58,0.456
1106,398,0.337
1106,400,0.485
1106,288,0.503
1106,262,0.14
1106,493,0.287
1106,71,0.27
1107,147,0.488
1107,428,0.241
1107,222,0.349
1107,341,0.495
1107,443,0.43
1108,26,0.543
1108,64,0.196
1109,278,0.144
1109,64,0.185
1109,301,0.539
1109,85,0.213
1109,360,0.548
1110,296,0.547
1110,330,0.165
1110,418,0.478
1110,427,0.407
1110,51,0.366
1110,42,0.505
1111,41,0.498
1111,262,0.487
1111,5,0.578
1111,433,0.57
1111,455,0.492
1111,163,0.491
1112,496,0.587
1112,437,0.572
1112,336,0.342
1112,100,0.472
1112,206,0.377
1113,434,0.149
1113,410,0.356
1113,287,0.172
1113,116,0.279
1113,99,0.398
1114,342,0.141
1114,414,0.395
1114,291,0.13
1115,386,0.101
1115,240,0.293
1115,328,0.332
1115,371,0.415
1115,245,0.235
1115,363,0.239
1115,27,0.145
1116,36,0.418
1116,55,0.494
1116,163,0.545
1116,261,0.262
1116,203,0.343
1117,445,0.574
1117,237,0.347
1117,337,0.141
1117,473,0.176
1117,54,0.509
1118,118,0.464
1118,37,0.28
1118,171,0.177
1118,398,0.206
1118,224,0.393
1118,295,0.221
1118,391,0.12
1119,342,0.454
1119,420,0.58
1119,325,0.107
1119,47,0.437
1119,276,0.404
1119,112,0.378
1120,190,0.443
1120,475,0.321
1120,467,0.283
1120,453,0.51
1120,198,0.137
1121,27,0.167
1121,418,0.363
1121,168,0.195
1122,354,0.486
1122,208,0.419
1122,315,0.216
1123,243,0.315
1123,15,0.549
1123,397,0.331
1123,269,0.123
1123,398,0.459
1123,267,0.127
1123,359,0.512
1124,240,0.15
1124,109,0.261
1124,34,0.228
1124,184,0.244
1125,271,0.341
1125,200,0.412
1125,399,0.522
1125,131,0.258
1125,355,0.325
1125,346,0.237
1125,407,0.539
1126,61,0.414
1126,498,0.101
1127,386,0.212
1127,101,0.233
1127,225,0.513
1127,385,0.184
1127,494,0.481
1127,428,0.134
1128,87,0.393
1128,344,0.364
1128,19,0.593
1128,155,0.571
1128,104,0.397
1129,63,0.586
1129,314,0.271
1129,344,0.256
1129,428,0.465
1129,229,0.388
1129,231,0.218
1130,158,0.274
1130,388,0.385
1130,149,0.553
1131,266,0.381
1131,149,0.282
1131,245,0.202
1131,159,0.468
1131,387,0.31
1132,331,0.105
1132,275,0.174
1132,107,0.311
1133,45,0.405
1133,373,0.278
1133,74,0.396
1134,249,0.365
1134,207,0.209
1135,359,0.146
1135,176,0.414
1136,304,0.244
1136,225,0.582
1136,42,0.532
1136,262,0.499
1136,213,0.516
1136,338,0.283
1137,164,0.47
1137,347,0.574
1137,303,0.398
1138,181,0.414
1138,86,0.183
1139,495,0.231
1139,243,0.33
1139,457,0.323
1139,83,0.1
1139,113,0.208
1140,426,0.35
1140,194,0.335
1140,56,0.532
1140,38,0.284
1140,166,0.159
1140,34,0.294
1141,499,0.295
1141,413,0.6
1141,320,0.116
1142,137,0.153
1142,83,0.352
1142,176,0.589
1142,284,0.521
1142,131,0.567
1142,241,0.177
1143,368,0.209
1143,257,0.157
1143,161,0.195
1143,305,0.554
1144,292,0.521
1144,47,0.198
1145,467,0.39
1145,238,0.403
1145,300,0.388
1145,249,0.208
1145,111,0.185
1145,179,0.194
1145,340,0.267
1146,356,0.415
1146,253,0.346
1147,217,0.322
1147,194,0.512
1148,176,0.395
1148,93,0.522
1148,490,0.102
1148,314,0.535
1148,369,0.332
1148,259,0.421
1149,27,0.265
1149,168,0.23
1149,444,0.379
1149,296,0.488
1149,415,0.189
1150,14,0.581
1150,305,0.354
1150,112,0.48
1150,322,0.35
1150,16,0.473
1151,112,0.203
1151,314,0.597
1151,428,0.244
1151,465,0.432
1152,250,0.589
1152,8,0.109
1152,383,0.564
1152,222,0.193
1153,423,0.374
1153,171,0.116
1153,320,0.16
1153,112,0.117
1153,130,0.313
1154,192,0.393
1154,160,0.307
1154,474,0.581
1154,264,0.454
1155,72,0.499
