entrega_id,fecha,pedido_id,cliente_id,tiempo_min,propina
32245,2025-05-04,38114,26143,38,1.01
32246,2025-06-30,81596,38021,17,0.22
32247,2025-07-17,116839,48230,25,0.0
32248,2025-02-07,136157,10673,19,4.02
32249,2025-06-29,100827,30666,38,3.9
32250,2025-06-13,69938,43430,35,0.63
32251,2025-07-30,125518,14564,40,3.65
32252,2025-05-07,16504,47098,41,6.02
32253,2025-03-08,48358,17413,20,0.02
32254,2025-04-18,94882,18644,37,0.88
32255,2024-12-18,124831,3243,27,3.87
32256,2025-10-16,89714,7448,35,0.85
32257,2025-06-11,76183,275,33,0.01
32258,2025-04-06,43185,10603,30,0.11
32259,2025-07-22,96294,17254,24,0.9
32260,2025-09-14,110833,23409,48,2.15
32261,2025-10-20,107192,27739,26,0.79
32262,2025-01-17,57414,104,31,1.11
32263,2025-10-29,109792,32458,47,1.33
32264,2025-05-15,44711,12190,27,2.53
32265,2024-12-25,123764,26838,33,0.7
32266,2025-11-03,13161,26372,18,0.95
32267,2025-08-26,43194,3768,48,2.55
32268,2025-08-19,83726,42745,19,2.77
32269,2025-02-04,42240,46896,29,2.43
32270,2025-08-01,129284,42305,37,3.37
32271,2024-11-15,31805,43302,18,2.64
32272,2025-05-13,36052,16967,29,4.65
32273,2025-01-24,63064,13455,28,1.65
32274,2024-11-19,70913,8304,35,0.1
32275,2025-04-21,95548,22588,32,0.92
32276,2025-07-03,62414,25635,23,6.02
32277,2025-11-03,132713,36561,41,0.81
32278,2025-05-16,72993,24803,22,2.84
32279,2025-02-11,80789,19339,28,0.93
32280,2025-03-03,111903,17784,49,0.21
32281,2025-07-13,83574,26380,45,0.16
32282,2025-01-27,18245,45877,31,0.34
32283,2025-10-30,41966,14642,38,2.06
32284,2025-08-20,31254,7334,44,1.55
32285,2025-01-21,141817,28332,39,0.5
32286,2025-03-27,78809,41087,23,0.48
32287,2025-08-12,41158,38457,24,3.46
32288,2025-09-13,148328,35316,25,6.09
32289,2025-04-17,67991,40920,30,1.05
32290,2024-12-16,147259,16205,33,2.87
32291,2025-07-24,70186,47136,29,1.41
32292,2025-02-03,13318,27619,28,3.57
32293,2025-04-29,9719,3642,27,1.28
32294,2025-09-10,53617,7191,46,1.61
32295,2024-12-19,74432,34040,35,1.26
32296,2025-07-24,8108,38795,42,0.56
32297,2024-12-25,23591,47209,35,1.0
32298,2025-04-16,148196,44155,37,0.48
32299,2025-10-04,18975,38742,33,3.37
32300,2025-04-01,45936,34422,43,2.26
32301,2025-05-21,140002,9547,18,2.0
32302,2025-05-18,92816,43814,34,0.56
32303,2024-11-17,96128,20365,42,0.78
32304,2025-03-03,32994,25545,41,2.02
32305,2025-01-26,132887,30003,24,2.52
32306,2025-02-09,61862,1377,13,3.08
32307,2025-03-29,74216,1232,32,4.06
32308,2024-12-03,90509,585,27,6.97
32309,2025-01-12,67764,22678,15,0.63
32310,2025-06-18,111882,16484,19,0.17
32311,2025-02-14,24238,31992,39,0.99
32312,2025-01-06,6861,38124,35,6.08
32313,2025-05-20,32618,29412,35,0.37
32314,2025-02-12,55143,2224,33,2.6
32315,2025-01-25,87799,33549,38,1.27
32316,2025-09-17,8625,45424,44,1.09
32317,2025-02-19,9361,1830,45,0.23
32318,2025-08-05,8287,13735,44,0.32
32319,2025-10-02,8180,44821,49,3.41
32320,2025-06-13,50683,18242,23,0.88
32321,2024-11-06,35666,37140,33,1.03
32322,2025-08-22,55325,46411,37,0.7
32323,2024-11-08,62461,36259,19,1.89
32324,2025-02-11,98127,37965,15,0.65
32325,2025-01-18,141975,33732,47,5.82
32326,2025-04-29,104493,6430,34,0.09
32327,2024-12-28,49920,41332,30,0.24
32328,2025-06-28,71292,49201,22,0.03
32329,2025-09-28,111726,25427,24,1.46
32330,2025-01-04,89806,15916,45,1.07
32331,2025-10-05,47223,49787,25,0.66
32332,2025-06-19,107362,49687,50,0.24
32333,2025-03-25,22737,3865,42,1.85
32334,2025-05-23,129943,44642,36,0.03
32335,2025-04-30,141610,48511,24,0.62
32336,2025-05-22,16494,32168,34,0.06
32337,2025-01-26,44039,34795,47,1.71
32338,2025-10-26,86055,22594,47,4.75
32339,2025-03-12,24612,11435,41,0.53
32340,2024-12-26,53870,24139,34,1.03
32341,2025-07-12,126675,10177,34,1.95
32342,2025-07-12,139901,24284,58,0.36
32343,2025-05-25,5302,48649,53,1.25
32344,2025-02-24,97987,5107,22,0.79
32345,2025-04-09,41474,5775,39,2.66
32346,2025-10-29,86532,49529,39,2.96
32347,2025-08-02,147301,48306,16,1.54
32348,2025-09-11,136455,18997,41,4.45
32349,2025-09-26,43589,44664,18,2.29
32350,2024-11-08,104737,32049,26,1.16
32351,2025-11-04,32470,11633,23,0.96
32352,2025-03-20,33306,28618,27,0.73
32353,2025-01-16,85722,31077,38,2.15
32354,2025-03-20,147781,4825,33,0.2
32355,2024-12-25,37122,27493,46,3.06
32356,2024-12-02,128928,239,32,3.14
32357,2025-01-27,11221,39081,35,2.65
32358,2025-08-28,105236,46772,43,2.88
32359,2025-03-25,140152,10170,35,2.36
32360,2025-09-11,135274,10575,36,0.9
32361,2025-05-18,48580,6442,30,0.14
32362,2025-05-06,43550,48445,35,1.2
32363,2024-11-18,140443,42822,30,1.09
32364,2025-05-23,96197,25463,22,0.05
32365,2025-07-18,92786,28907,28,2.85
32366,2025-05-19,105241,8878,28,1.79
32367,2025-08-24,85197,25800,54,2.34
32368,2025-10-21,149010,2751,20,1.43
32369,2025-06-09,49771,43727,36,1.7
32370,2024-12-25,130051,33714,24,1.86
32371,2025-05-29,49239,43899,23,1.96
32372,2024-12-13,49040,2295,29,1.49
32373,2025-08-06,19075,40558,36,0.25
32374,2025-04-13,141719,26468,32,1.12
32375,2025-02-24,41190,25185,25,1.54
32376,2025-09-05,118365,26013,23,1.6
32377,2025-08-06,66808,9898,37,1.98
32378,2025-02-03,62166,3577,32,3.07
32379,2024-12-29,104705,33987,41,1.06
32380,2025-08-28,83146,33367,41,3.05
32381,2025-08-12,80063,16156,43,3.5
32382,2025-11-01,138743,27228,25,1.03
32383,2025-10-20,81567,25219,39,2.31
32384,2025-06-24,83306,32188,15,0.22
32385,2025-06-13,591,25965,40,0.44
32386,2024-12-19,36915,17720,41,1.03
32387,2025-05-05,35299,26951,34,0.24
32388,2025-04-05,22536,11519,37,1.87
32389,2024-12-09,121892,6312,44,0.68
32390,2024-11-30,44105,24374,29,0.52
32391,2025-08-04,4939,46266,10,0.87
32392,2025-09-13,55680,45419,32,0.58
32393,2025-03-18,126926,4389,36,0.4
32394,2025-05-10,60174,2095,32,0.81
32395,2025-01-25,66510,28911,17,0.29
32396,2025-10-31,149682,26429,51,1.98
32397,2025-03-03,60691,18386,10,3.64
32398,2025-08-07,157,45778,45,0.03
32399,2025-10-05,98716,148,54,0.01
32400,2025-03-14,25260,2331,46,0.38
32401,2025-02-22,35868,16376,44,0.86
32402,2025-06-28,53151,12520,23,3.01
32403,2025-08-03,47234,36677,39,0.12
32404,2024-11-11,36086,34446,63,5.88
32405,2025-02-15,11431,6288,49,0.59
32406,2025-04-08,4940,3338,33,0.41
32407,2025-03-31,70867,33354,20,1.96
32408,2025-07-18,146259,18029,17,0.91
32409,2025-01-10,44242,28418,36,0.18
32410,2024-11-13,78036,38041,41,0.78
32411,2024-11-14,75839,31462,41,0.26
32412,2024-11-23,117655,45380,36,0.42
32413,2025-10-09,40611,11164,41,3.8
32414,2025-03-14,8751,42685,42,2.18
32415,2025-10-15,89234,26596,30,0.92
32416,2024-12-12,113521,19993,51,0.44
32417,2025-05-11,56120,36371,43,0.5
32418,2025-02-22,112299,30128,32,0.37
32419,2025-03-02,80865,21266,35,7.67
32420,2025-01-18,57399,33928,38,2.36
32421,2024-11-27,72229,41222,43,0.27
32422,2025-04-27,58621,1673,41,0.6
32423,2025-09-30,149839,28472,18,0.94
32424,2025-08-02,86017,25613,48,0.23
32425,2025-09-15,147930,3188,53,3.94
32426,2025-08-17,47590,28808,52,0.07
32427,2025-02-16,34576,35709,17,1.64
32428,2025-01-09,33064,25939,53,1.81
32429,2025-04-13,59976,21553,44,0.31
32430,2025-09-23,127344,35551,22,0.08
32431,2025-03-10,9167,20870,37,0.61
32432,2025-07-02,51973,49575,42,0.46
32433,2025-01-09,74324,18633,31,0.21
32434,2025-03-30,100768,45050,45,0.11
32435,2024-11-17,64445,40226,35,2.49
32436,2025-01-16,88906,13509,32,2.07
32437,2025-04-11,66316,29416,36,0.37
32438,2024-12-21,102834,17703,43,5.5
32439,2025-04-28,31212,6440,30,11.04
32440,2025-06-11,107103,42792,10,0.34
32441,2025-05-15,49038,22124,24,0.28
32442,2025-03-01,146194,23973,31,2.18
32443,2025-03-10,70673,48570,43,1.81
32444,2025-02-16,113719,37869,35,1.03
32445,2025-05-13,3365,23835,26,1.62
32446,2025-09-05,94016,2336,26,0.64
32447,2025-07-24,98332,16841,14,0.12
32448,2025-07-15,120519,37244,25,0.81
32449,2024-11-23,58105,44392,48,2.61
32450,2025-04-14,31274,32355,36,1.05
32451,2025-10-22,71872,42716,31,2.99
32452,2025-02-22,81833,45531,38,1.58
32453,2024-12-02,1863,11031,28,0.24
32454,2025-06-12,126933,29756,30,0.31
32455,2025-06-12,78034,32416,40,1.55
32456,2025-02-01,48340,41557,36,0.66
32457,2025-08-17,136188,17576,17,1.45
32458,2025-06-15,105098,46497,44,0.09
32459,2025-05-26,133484,2930,36,0.84
32460,2025-02-28,79384,24853,14,0.62
32461,2025-08-13,56946,47050,30,0.59
32462,2025-06-05,99554,25542,10,0.2
32463,2025-07-14,108336,34060,34,0.55
32464,2025-11-01,105703,30716,44,2.53
32465,2025-07-31,43090,71,51,2.65
32466,2025-02-11,114624,22783,41,0.14
32467,2025-10-17,83815,15305,36,0.2
32468,2025-02-25,66396,39678,37,0.88
32469,2024-12-05,21887,45251,30,5.59
32470,2024-12-06,140309,46077,28,1.94
32471,2025-04-07,16235,11279,23,0.6
32472,2025-09-27,45767,40107,37,0.24
32473,2025-05-23,76696,25419,52,0.47
32474,2025-10-07,70776,23905,48,2.88
32475,2025-08-15,45201,1412,38,1.19
32476,2025-05-07,19853,37169,24,1.25
32477,2025-07-06,110752,17581,44,0.77
32478,2025-04-19,138032,26025,20,1.32
32479,2025-08-14,58213,41105,11,4.75
32480,2025-04-21,44405,16919,31,2.65
32481,2025-01-14,94699,1911,40,0.48
32482,2025-04-13,81660,25827,40,1.72
32483,2025-10-21,15059,29338,46,2.3
32484,2025-01-13,34321,2523,39,8.86
32485,2025-02-28,108511,35305,41,0.07
32486,2024-11-24,83992,42540,39,1.0
32487,2024-11-30,2261,20777,38,1.13
32488,2025-04-14,39980,49785,50,3.78
32489,2024-11-13,1253,37749,23,5.29
32490,2025-05-23,74176,35023,35,0.3
32491,2024-12-15,14225,33375,37,0.44
32492,2025-03-09,37761,11398,38,0.35
32493,2025-08-27,132886,11687,40,1.31
32494,2024-11-28,72224,32847,39,1.63
32495,2025-10-05,109741,3862,23,0.26
32496,2025-03-03,87456,40673,35,0.88
32497,2025-08-06,24314,8300,35,0.54
32498,2025-11-01,48256,30894,33,0.12
32499,2025-04-21,54618,21522,23,0.14
32500,2025-01-03,71341,12500,30,1.45
32501,2025-08-17,53561,8143,27,1.05
32502,2025-05-07,119287,24675,58,0.26
32503,2024-11-17,14725,43876,33,2.24
32504,2025-06-21,77613,26255,43,0.76
32505,2025-03-25,25896,18114,57,2.75
32506,2025-06-30,123527,37068,33,2.03
32507,2025-02-07,149543,21445,27,1.0
32508,2025-05-22,20288,26884,32,0.36
32509,2025-01-12,11483,45086,43,0.99
32510,2025-10-23,86940,43991,47,0.16
32511,2024-11-07,40058,38252,33,1.3
32512,2024-12-24,87667,37929,45,2.54
32513,2025-09-14,57063,40449,35,0.01
32514,2024-12-08,16623,28682,34,0.27
32515,2025-09-13,8438,23907,13,0.06
32516,2025-06-12,66604,28025,37,0.29
32517,2025-08-05,83626,2938,58,0.49
32518,2025-03-21,107991,15894,33,1.25
32519,2025-09-08,78605,137,37,0.15
32520,2024-12-05,30251,24281,34,5.55
32521,2025-06-10,129400,45042,31,0.24
32522,2025-08-11,100514,16699,23,1.01
32523,2025-04-16,112314,9744,33,0.17
32524,2025-10-21,108346,16063,21,0.63
32525,2025-05-20,69333,48789,36,0.75
32526,2025-04-29,29864,22706,27,0.97
32527,2025-01-21,52936,13903,51,1.26
32528,2025-10-18,13407,49420,29,3.73
32529,2025-03-27,87220,13510,48,2.36
32530,2025-05-10,129699,2586,37,1.78
32531,2025-06-16,75168,25456,19,3.18
32532,2025-08-28,92872,21939,35,1.68
32533,2025-04-20,71871,19486,45,1.05
32534,2025-06-09,108612,38405,38,3.23
32535,2024-11-29,117266,2993,50,1.16
32536,2024-12-09,12603,36754,55,0.65
32537,2025-08-13,27037,10252,42,0.11
32538,2024-12-20,75552,42689,43,0.65
32539,2025-08-06,3419,33121,40,1.93
32540,2025-08-11,53648,43665,52,0.39
32541,2025-01-30,96552,2919,14,0.55
32542,2025-05-19,45562,45596,43,1.19
32543,2025-04-18,38651,6348,26,1.63
32544,2025-03-12,67932,27697,39,1.6
32545,2025-02-25,92175,45145,38,0.18
32546,2024-11-28,66061,23722,39,1.71
32547,2025-04-02,56927,40943,29,0.44
32548,2025-03-11,90344,21849,32,2.46
32549,2025-03-29,28452,3320,33,0.58
32550,2025-05-21,8311,19382,43,1.68
32551,2025-07-18,98927,18898,37,0.52
32552,2025-08-19,60341,13801,47,1.18
32553,2024-11-23,134343,14143,23,2.22
32554,2025-08-14,129713,40537,34,0.49
32555,2025-04-30,86915,18045,53,3.37
32556,2025-09-22,59880,26324,48,0.52
32557,2025-06-23,30580,28588,15,0.63
32558,2025-08-05,146365,6258,38,0.09
32559,2024-11-29,62119,16529,36,0.2
32560,2025-07-20,88654,34810,47,1.01
32561,2025-08-17,98682,25802,44,0.0
32562,2025-04-05,117754,6464,61,0.57
32563,2025-07-05,110782,12065,34,5.18
32564,2025-05-21,35703,11854,34,1.89
32565,2025-01-07,148413,24759,24,0.17
32566,2025-07-20,63864,30515,34,1.92
32567,2025-10-15,9257,16412,35,0.3
32568,2025-06-11,88429,10432,16,2.79
32569,2025-03-26,146932,13525,48,6.15
32570,2024-11-24,16783,46193,32,2.36
32571,2025-09-17,146695,7132,29,0.64
32572,2025-10-20,37520,333,27,3.72
32573,2025-08-04,125938,41135,30,0.25
32574,2024-12-14,124891,29629,17,1.15
32575,2025-07-08,17465,29382,38,0.69
32576,2025-06-28,16036,44010,25,0.28
32577,2025-08-07,15179,18815,25,3.08
32578,2024-12-06,62213,40473,29,1.54
32579,2024-11-08,28040,19643,25,0.08
32580,2025-04-04,94813,30837,33,0.04
32581,2025-01-17,59370,4155,27,1.74
32582,2025-06-19,122867,46554,29,0.0
32583,2024-12-07,19504,5814,16,0.97
32584,2024-12-03,134733,17455,32,6.24
32585,2025-02-08,58499,19716,40,1.31
32586,2025-02-22,148179,10377,21,0.74
32587,2025-10-21,90768,7752,42,0.22
32588,2025-05-31,135318,10717,27,1.79
32589,2025-10-02,34015,44086,35,2.09
32590,2025-01-28,63126,37750,38,1.18
32591,2025-02-12,93154,28491,20,1.87
32592,2025-03-07,22405,44112,32,0.32
32593,2024-12-20,70861,40255,22,0.49
32594,2025-05-04,64441,24880,34,2.65
32595,2025-10-24,125645,32342,48,1.9
32596,2025-01-18,128770,34845,60,0.73
32597,2025-09-12,111266,3412,31,2.96
32598,2025-04-12,99924,18215,32,3.0
32599,2025-02-21,91027,21156,48,1.19
32600,2024-12-25,31587,38803,36,1.33
32601,2025-10-04,84508,35798,38,1.2
32602,2025-04-14,57912,7422,39,0.13
32603,2025-03-10,50595,4506,36,0.95
32604,2025-06-11,107815,12600,35,0.6
32605,2025-10-14,134516,8118,12,0.33
32606,2024-11-20,28995,44049,41,2.06
32607,2025-04-23,45279,11267,30,0.22
32608,2025-04-27,122237,42327,33,0.88
32609,2025-08-15,96423,32950,53,4.2
32610,2024-12-22,134272,471,23,1.08
32611,2025-08-20,11453,45792,35,0.05
32612,2025-07-01,72479,37444,41,2.33
32613,2025-04-01,62753,27197,19,5.92
32614,2024-12-08,23912,1986,43,2.88
32615,2025-10-28,59343,7411,26,2.14
32616,2025-05-04,119898,7164,29,0.48
32617,2025-07-24,134488,36684,23,0.82
32618,2025-06-21,134944,23298,37,0.78
32619,2024-11-07,102096,45699,37,0.68
32620,2025-08-06,104347,47899,22,1.7
32621,2025-10-24,29690,22861,17,1.81
32622,2025-03-29,19817,25443,51,0.25
32623,2025-07-01,85335,39390,45,0.31
32624,2025-06-01,121319,47734,44,1.42
32625,2025-03-26,36945,12307,24,0.51
32626,2025-11-02,58887,41079,25,1.69
32627,2025-06-15,135280,31606,52,1.36
32628,2024-12-15,17210,42179,32,0.67
32629,2025-08-15,101330,20617,33,1.9
32630,2024-12-25,18718,6256,21,0.81
32631,2025-05-02,124396,22495,41,0.59
32632,2025-09-16,33196,8304,30,1.15
32633,2025-06-29,139742,31001,58,0.76
32634,2025-09-02,132433,278,45,7.1
32635,2025-04-11,47781,10786,41,0.67
32636,2025-06-12,45359,6802,48,2.02
32637,2025-11-02,91291,22334,47,0.09
32638,2025-04-02,32273,44723,23,0.68
32639,2025-07-21,141517,23911,30,0.09
32640,2025-08-30,109100,18669,43,0.02
32641,2025-01-05,25767,27820,34,0.71
32642,2025-02-13,57772,4274,37,0.15
32643,2025-07-09,18987,24274,42,3.12
32644,2025-09-07,1489,41771,25,3.81
32645,2025-08-29,41249,36166,41,0.47
32646,2025-04-06,96360,36497,28,0.49
32647,2025-06-07,65238,45988,48,2.99
32648,2024-11-07,142395,45826,41,0.03
32649,2025-10-20,30958,3223,42,0.17
32650,2025-08-30,114093,28693,30,0.67
32651,2025-01-06,65764,29607,31,1.46
32652,2025-03-22,144148,8160,34,1.89
32653,2025-04-29,117105,15140,31,0.89
32654,2025-09-19,140162,1771,30,0.78
32655,2025-01-07,33062,2601,41,0.89
32656,2025-03-19,56116,2327,40,1.84
32657,2025-10-06,115143,15851,39,0.16
32658,2025-08-10,34081,12041,36,2.67
32659,2025-04-26,77250,34915,22,0.9
32660,2025-08-08,54538,41936,57,0.48
32661,2025-03-06,85033,10042,50,2.28
32662,2025-11-03,72109,38586,34,1.91
32663,2025-01-29,16675,26568,52,0.54
32664,2025-03-04,37993,20534,42,0.25
32665,2025-09-14,18713,40224,39,3.34
32666,2025-02-01,104671,7605,34,0.96
32667,2025-10-18,52109,26439,17,1.16
32668,2025-03-22,115404,31157,32,0.23
32669,2025-04-02,90495,40749,30,0.8
32670,2025-03-18,32555,46207,44,0.88
32671,2025-01-18,78632,2877,58,0.53
32672,2025-07-22,30447,17895,10,1.97
32673,2025-04-23,93992,21334,35,0.14
32674,2025-10-05,50529,4788,27,1.13
32675,2025-02-01,116974,149,30,3.15
32676,2025-02-20,19474,9862,21,2.71
32677,2024-11-17,117624,115,23,6.11
32678,2025-10-19,48944,12019,42,0.3
32679,2025-02-08,4801,33492,43,0.22
32680,2025-07-15,2927,35997,48,1.74
32681,2025-01-17,8986,47987,18,2.91
32682,2025-02-24,19004,46685,40,2.4
32683,2025-07-15,142439,23200,30,1.17
32684,2024-11-11,23415,49579,35,0.05
32685,2025-10-16,77388,6504,36,1.09
32686,2025-06-29,20272,12244,15,3.09
32687,2025-07-29,88484,22192,26,0.61
32688,2025-02-01,45563,38122,35,0.06
32689,2025-08-12,7731,25864,35,0.23
32690,2025-10-17,148320,27467,36,0.98
32691,2025-06-21,31889,31433,35,0.07
32692,2025-04-02,88188,28167,41,0.01
32693,2024-12-12,144180,11141,31,0.07
32694,2024-12-18,128477,38953,24,0.1
32695,2025-01-11,144429,19882,51,2.81
32696,2025-10-16,17361,14374,44,2.62
32697,2025-02-23,99703,49126,32,0.08
32698,2025-07-10,145406,29714,41,0.01
32699,2025-02-06,133798,8565,34,0.66
32700,2025-09-28,114230,39721,44,0.48
32701,2025-05-19,65623,16067,39,1.49
32702,2025-10-17,74517,1114,25,3.24
32703,2025-03-27,8006,14584,39,3.68
32704,2025-09-07,124469,39301,10,0.28
32705,2025-01-22,14287,20229,38,0.85
32706,2025-06-12,118069,16910,38,0.62
32707,2024-11-07,83790,44142,34,3.67
32708,2025-06-21,40894,49209,35,2.7
32709,2025-08-31,137547,5925,15,0.11
32710,2025-01-25,80091,37022,33,3.14
32711,2025-06-11,28650,15989,44,0.55
32712,2025-08-13,47101,47459,38,0.91
32713,2025-09-20,16189,4821,41,1.05
32714,2025-08-04,130216,40651,34,0.32
32715,2025-10-14,34059,26457,40,3.06
32716,2024-12-08,80870,10505,37,0.01
32717,2025-04-07,34874,22675,20,0.07
32718,2025-02-27,117320,538,42,1.68
32719,2025-07-24,114017,23910,47,1.94
32720,2025-04-15,53982,8899,38,4.14
32721,2025-06-04,130341,25441,42,0.07
32722,2025-01-11,84937,38784,40,3.05
32723,2024-11-10,49823,14184,56,0.7
32724,2025-07-05,50630,824,49,2.75
32725,2025-05-13,42015,22307,39,0.74
32726,2025-10-19,80124,10774,30,1.21
32727,2024-11-19,58680,20063,45,1.07
32728,2025-06-15,63843,10601,37,2.25
32729,2025-06-23,22358,12625,34,0.24
32730,2025-10-16,22317,33333,36,0.48
32731,2024-11-24,67125,18777,25,0.88
32732,2025-01-29,7116,28517,23,2.07
32733,2025-10-08,75566,31403,43,0.01
32734,2025-05-18,128550,37537,41,0.55
32735,2025-10-24,118303,9583,42,4.96
32736,2024-11-13,23851,42684,50,1.74
32737,2024-12-26,15302,39119,28,1.49
32738,2025-03-15,12292,5294,43,0.31
32739,2025-03-17,19384,21238,44,4.13
32740,2025-09-27,77944,26689,42,0.37
32741,2025-02-08,27702,24652,46,0.92
32742,2025-02-09,103364,12234,38,0.18
32743,2025-05-20,28087,23551,24,1.37
32744,2025-04-23,15846,44286,26,1.4
32745,2024-12-15,21857,29623,43,0.23
32746,2025-05-02,81808,7129,34,2.73
32747,2024-11-14,113097,20774,50,0.54
32748,2025-05-11,70271,25389,22,0.68
32749,2025-05-14,115678,33030,44,0.21
32750,2025-01-14,88196,24687,38,1.34
32751,2025-04-03,41527,36369,37,0.03
32752,2024-11-28,149535,11782,44,1.2
32753,2025-07-05,91540,3545,43,0.79
32754,2025-08-07,14641,36161,44,0.63
32755,2025-06-03,133864,46787,31,0.26
32756,2024-12-28,103053,12405,52,0.98
32757,2024-12-08,116043,41441,33,0.8
32758,2025-09-11,75518,36245,54,6.99
32759,2025-05-08,107839,9633,26,3.23
32760,2025-09-30,87222,23117,21,0.09
32761,2025-07-10,6665,30704,42,0.3
32762,2025-04-07,89280,5767,25,0.03
32763,2025-10-19,130996,45629,41,0.05
32764,2024-12-04,13753,47754,53,0.08
32765,2025-01-10,59420,27683,27,0.78
32766,2025-06-23,32155,2767,29,3.4
32767,2025-08-01,12620,25142,48,2.58
32768,2025-04-25,2992,18296,38,2.15
32769,2025-05-24,126103,7888,40,1.3
32770,2025-01-07,115252,106,37,4.38
32771,2025-07-15,32848,10758,50,5.69
32772,2025-08-17,28571,5970,36,1.38
32773,2025-06-15,67315,22390,29,7.32
32774,2025-08-04,118489,22770,35,1.19
32775,2025-10-26,41788,15674,53,1.69
32776,2025-09-08,84951,3587,27,1.02
32777,2024-12-28,58447,13195,41,0.53
32778,2025-09-14,73520,4252,45,0.02
32779,2025-02-23,92334,1568,39,0.34
32780,2025-02-23,149817,7668,25,2.37
32781,2025-07-28,137099,14519,43,0.68
32782,2025-07-31,134591,34242,40,0.4
32783,2025-10-26,7754,11807,24,0.4
32784,2025-01-25,77677,41383,45,0.94
32785,2025-09-11,57842,3272,39,2.31
32786,2024-11-07,43559,38996,33,2.18
32787,2025-04-19,25558,32509,11,1.65
32788,2025-01-11,105897,45751,30,0.85
32789,2025-05-01,141317,36447,47,2.89
32790,2025-01-08,39405,1928,20,0.77
32791,2025-05-09,110140,2087,32,0.44
32792,2025-08-22,118526,27520,50,0.75
32793,2025-03-01,108524,7459,38,0.71
32794,2025-04-02,71006,39057,36,0.84
32795,2024-12-23,113875,22142,36,2.77
32796,2025-08-21,52679,19812,29,0.42
32797,2025-08-10,126556,16362,60,3.46
32798,2025-07-03,50450,41488,54,0.95
32799,2025-01-13,100742,7488,37,0.36
32800,2025-09-01,34747,13957,24,0.14
32801,2024-11-21,103047,8710,43,1.41
32802,2025-07-03,127149,34369,30,0.37
32803,2025-10-25,121283,45737,30,5.0
32804,2025-08-24,130354,45722,36,1.59
32805,2025-01-10,70814,6150,24,3.22
32806,2025-02-05,121162,35985,34,1.0
32807,2025-09-16,73940,47487,40,1.18
32808,2025-01-28,45444,10166,33,0.79
32809,2025-01-11,28777,23601,47,0.14
32810,2025-06-21,8882,38987,33,0.39
32811,2025-07-31,103110,45888,38,2.25
32812,2025-10-18,40305,12300,32,4.11
32813,2025-02-17,56800,26128,43,0.01
32814,2024-12-21,71472,24284,24,0.3
32815,2025-02-22,75101,24913,41,0.08
32816,2025-08-28,144726,12702,29,1.58
32817,2024-12-27,119301,32963,16,2.74
32818,2025-04-07,10773,1301,19,0.7
32819,2025-03-09,20412,42909,45,0.29
32820,2025-06-21,108813,2983,22,0.17
32821,2025-02-15,31727,33189,40,4.22
32822,2024-11-19,141710,946,29,1.98
32823,2025-02-27,89008,49537,27,0.85
32824,2025-02-02,54783,47250,26,0.24
32825,2025-05-29,119357,45779,42,1.19
32826,2025-04-27,81796,14539,47,1.15
32827,2025-01-15,141975,17677,30,1.99
32828,2025-08-08,66932,37291,34,0.8
32829,2025-10-03,101831,17855,10,0.13
32830,2025-09-08,76182,42261,45,0.0
32831,2024-12-01,149035,6223,39,4.26
32832,2025-06-03,55863,37710,49,1.36
32833,2025-09-18,76786,27860,32,0.06
32834,2025-04-01,59451,27761,37,3.42
32835,2025-02-18,65783,31332,16,0.23
32836,2025-02-21,48975,47935,29,0.06
32837,2025-01-11,1458,45392,53,3.84
32838,2025-04-07,25897,7253,44,0.95
32839,2025-10-15,68369,37791,29,0.18
32840,2025-01-01,26275,45375,26,3.46
32841,2025-03-18,65217,43654,43,0.07
32842,2025-03-19,97491,42780,40,1.56
32843,2025-08-15,9994,22349,25,1.41
32844,2025-02-12,83035,22483,32,0.01
32845,2025-10-27,92213,40792,49,0.15
32846,2025-07-22,139222,36330,51,1.56
32847,2025-06-19,104742,38532,45,1.46
32848,2024-12-19,73138,13079,30,0.07
32849,2025-08-24,111024,43305,33,0.19
32850,2025-08-30,34389,15361,17,1.19
32851,2025-09-23,144741,20319,25,6.56
32852,2025-05-07,147645,38322,49,2.13
32853,2025-09-04,34815,4645,33,1.41
32854,2025-09-13,77482,23027,28,0.85
32855,2025-05-11,17749,38667,37,1.44
32856,2025-08-06,126917,13894,35,1.96
32857,2025-01-10,99027,10885,39,6.4
32858,2025-08-06,20961,25559,48,0.83
32859,2024-12-01,50050,16440,45,1.82
32860,2025-10-19,72092,42550,38,2.58
32861,2025-01-02,20237,29470,41,0.26
32862,2025-05-29,65844,2605,46,3.77
32863,2025-03-01,136610,18794,37,0.54
32864,2025-06-21,41711,19042,38,0.5
32865,2025-08-13,5421,14242,10,0.41
32866,2025-05-18,125296,31708,49,0.83
32867,2025-04-12,36718,44021,38,0.67
32868,2025-04-06,59341,47194,52,0.33
32869,2025-06-29,15994,24518,29,1.41
32870,2025-05-14,114628,31433,44,1.88
32871,2025-02-07,14874,4844,24,0.06
32872,2025-08-25,28761,48162,33,1.09
32873,2025-09-27,46674,8819,18,0.13
32874,2025-03-29,60185,23102,41,0.13
32875,2025-11-04,45659,13123,29,5.01
32876,2025-06-16,56487,27747,45,0.14
32877,2024-12-12,143680,10853,27,6.02
32878,2025-09-19,88864,12461,48,0.04
32879,2025-09-03,95756,48428,36,5.15
